time,wind
2012-01-01 10:30:00,0.57375
2012-01-02 10:30:00,0.31875
2012-01-03 10:30:00,1.1075
2012-01-04 10:30:00,1.28375
2012-01-05 10:30:00,0.98375
2012-01-06 10:30:00,0.89125
2012-01-07 10:30:00,1.125
2012-01-08 10:30:00,1.46375
2012-01-09 10:30:00,1.0125
2012-01-10 10:30:00,1.965
2012-01-11 10:30:00,1.04875
2012-01-12 10:30:00,1.97
2012-01-13 10:30:00,2.4225001
2012-01-14 10:30:00,1.19625
2012-01-15 10:30:00,1.4399999
2012-01-16 10:30:00,0.29
2012-01-17 10:30:00,0.66375
2012-01-18 10:30:00,1.89875
2012-01-19 10:30:00,1.55
2012-01-20 10:30:00,2.98125
2012-01-21 10:30:00,2.81125
2012-01-22 10:30:00,2.47125
2012-01-23 10:30:00,1.64875
2012-01-24 10:30:00,1.34625
2012-01-25 10:30:00,1.19625
2012-01-26 10:30:00,2.1825001
2012-01-27 10:30:00,1.81625
2012-01-28 10:30:00,1.34625
2012-01-29 10:30:00,2.1025
2012-01-30 10:30:00,2.88875
2012-01-31 10:30:00,1.5287501
2012-02-01 10:30:00,2.5125
2012-02-02 10:30:00,3.94
2012-02-03 10:30:00,3.58625
2012-02-04 10:30:00,2.8525
2012-02-05 10:30:00,2.9962502
2012-02-06 10:30:00,3.5875
2012-02-07 10:30:00,2.29875
2012-02-08 10:30:00,2.7925
2012-02-09 10:30:00,3.4075
2012-02-10 10:30:00,2.4025
2012-02-11 10:30:00,2.175
2012-02-12 10:30:00,0.93874997
2012-02-13 10:30:00,1.85625
2012-02-14 10:30:00,2.83625
2012-02-15 10:30:00,2.53875
2012-02-16 10:30:00,2.4375
2012-02-17 10:30:00,1.905
2012-02-18 10:30:00,2.255
2012-02-19 10:30:00,2.1775
2012-02-20 10:30:00,1.93375
2012-02-21 10:30:00,1.26625
2012-02-22 10:30:00,0.48000002
2012-02-23 10:30:00,1.03625
2012-02-24 10:30:00,3.62625
2012-02-25 10:30:00,2.12875
2012-02-26 10:30:00,1.5825
2012-02-27 10:30:00,1.97125
2012-02-28 10:30:00,1.31375
2012-02-29 10:30:00,1.9925
2012-03-01 10:30:00,2.925
2012-03-02 10:30:00,1.715
2012-03-03 10:30:00,1.12875
2012-03-04 10:30:00,1.00375
2012-03-05 10:30:00,1.32
2012-03-06 10:30:00,2.14875
2012-03-07 10:30:00,3.295
2012-03-08 10:30:00,2.97125
2012-03-09 10:30:00,1.70875
2012-03-10 10:30:00,2.21375
2012-03-11 10:30:00,2.68875
2012-03-12 10:30:00,1.545
2012-03-13 10:30:00,2.89875
2012-03-14 10:30:00,1.9987501
2012-03-15 10:30:00,2.595
2012-03-16 10:30:00,2.87375
2012-03-17 10:30:00,1.995
2012-03-18 10:30:00,3.1925
2012-03-19 10:30:00,2.84
2012-03-20 10:30:00,1.8825
2012-03-21 10:30:00,5.235
2012-03-22 10:30:00,1.7025
2012-03-23 10:30:00,3.1412501
2012-03-24 10:30:00,3.935
2012-03-25 10:30:00,2.465
2012-03-26 10:30:00,2.6200001
2012-03-27 10:30:00,3.19875
2012-03-28 10:30:00,3.2825
2012-03-29 10:30:00,3.1812499
2012-03-30 10:30:00,3.54875
2012-03-31 10:30:00,3.42375
2012-04-01 10:30:00,1.15125
2012-04-02 10:30:00,1.75
2012-04-03 10:30:00,2.2975001
2012-04-04 10:30:00,2.875
2012-04-05 10:30:00,3.40375
2012-04-06 10:30:00,2.2649999
2012-04-07 10:30:00,5.14625
2012-04-08 10:30:00,4.6075
2012-04-09 10:30:00,1.7625
2012-04-10 10:30:00,3.84125
2012-04-11 10:30:00,5.79
2012-04-12 10:30:00,3.7275
2012-04-13 10:30:00,3.365
2012-04-14 10:30:00,1.35125
2012-04-15 10:30:00,3.6712499
2012-04-16 10:30:00,2.2625
2012-04-17 10:30:00,2.3075001
2012-04-18 10:30:00,1.9025
2012-04-19 10:30:00,3.095
2012-04-20 10:30:00,2.97125
2012-04-21 10:30:00,1.64
2012-04-22 10:30:00,1.2425
2012-04-23 10:30:00,2.3925
2012-04-24 10:30:00,2.26625
2012-04-25 10:30:00,2.67125
2012-04-26 10:30:00,3.17875
2012-04-27 10:30:00,3.875
2012-04-28 10:30:00,4.3337502
2012-04-29 10:30:00,1.1725
2012-04-30 10:30:00,2.2575
2012-05-01 10:30:00,1.8425
2012-05-02 10:30:00,1.51
2012-05-03 10:30:00,3.22
2012-05-04 10:30:00,3.8075
2012-05-05 10:30:00,3.1924999
2012-05-06 10:30:00,2.70625
2012-05-07 10:30:00,2.49
2012-05-08 10:30:00,1.4075
2012-05-09 10:30:00,2.9925
2012-05-10 10:30:00,1.8225
2012-05-11 10:30:00,2.4
2012-05-12 10:30:00,1.1899999
2012-05-13 10:30:00,2.545
2012-05-14 10:30:00,2.00625
2012-05-15 10:30:00,1.78875
2012-05-16 10:30:00,1.72625
2012-05-17 10:30:00,1.43
2012-05-18 10:30:00,3.30375
2012-05-19 10:30:00,2.8625
2012-05-20 10:30:00,1.3575
2012-05-21 10:30:00,3.31
2012-05-22 10:30:00,3.4275
2012-05-23 10:30:00,3.5
2012-05-24 10:30:00,3.43375
2012-05-25 10:30:00,2.8225
2012-05-26 10:30:00,1.7225
2012-05-27 10:30:00,2.3
2012-05-28 10:30:00,4.05
2012-05-29 10:30:00,2.4650002
2012-05-30 10:30:00,2.98875
2012-05-31 10:30:00,2.695
2012-06-01 10:30:00,2.4425
2012-06-02 10:30:00,1.5237501
2012-06-03 10:30:00,1.2575
2012-06-04 10:30:00,1.45125
2012-06-05 10:30:00,1.96375
2012-06-06 10:30:00,1.66875
2012-06-07 10:30:00,2.4175
2012-06-08 10:30:00,2.1012502
2012-06-09 10:30:00,1.53
2012-06-10 10:30:00,3.21375
2012-06-11 10:30:00,1.0024999
2012-06-12 10:30:00,1.8775
2012-06-13 10:30:00,1.63125
2012-06-14 10:30:00,1.96
2012-06-15 10:30:00,1.5237501
2012-06-16 10:30:00,1.2624999
2012-06-17 10:30:00,1.00875
2012-06-18 10:30:00,1.52375
2012-06-19 10:30:00,1.12625
2012-06-20 10:30:00,1.5175
2012-06-21 10:30:00,1.06125
2012-06-22 10:30:00,2.12125
2012-06-23 10:30:00,1.81125
2012-06-24 10:30:00,1.97375
2012-06-25 10:30:00,1.05375
2012-06-26 10:30:00,2.095
2012-06-27 10:30:00,1.1274999
2012-06-28 10:30:00,1.2975
2012-06-29 10:30:00,1.92625
2012-06-30 10:30:00,1.97375
2012-07-01 10:30:00,2.22
2012-07-02 10:30:00,2.07875
2012-07-03 10:30:00,1.7925
2012-07-04 10:30:00,1.54625
2012-07-05 10:30:00,0.99375
2012-07-06 10:30:00,0.81625
2012-07-07 10:30:00,1.60625
2012-07-08 10:30:00,1.39375
2012-07-09 10:30:00,0.77875
2012-07-10 10:30:00,0.49875
2012-07-11 10:30:00,2.95875
2012-07-12 10:30:00,1.885
2012-07-13 10:30:00,0.91875
2012-07-14 10:30:00,1.00375
2012-07-15 10:30:00,1.485
2012-07-16 10:30:00,0.62375003
2012-07-17 10:30:00,1.53125
2012-07-18 10:30:00,1.5425
2012-07-19 10:30:00,0.90625
2012-07-20 10:30:00,0.99375
2012-07-21 10:30:00,1.3462499
2012-07-22 10:30:00,1.42875
2012-07-23 10:30:00,1.5825
2012-07-24 10:30:00,0.31625
2012-07-25 10:30:00,0.97375
2012-07-26 10:30:00,3.1625
2012-07-27 10:30:00,2.0149999
2012-07-28 10:30:00,2.6175
2012-07-29 10:30:00,3.2675
2012-07-30 10:30:00,1.9762499
2012-07-31 10:30:00,1.59
2012-08-01 10:30:00,1.6
2012-08-02 10:30:00,1.16125
2012-08-03 10:30:00,1.705
2012-08-04 10:30:00,1.115
2012-08-05 10:30:00,1.75
2012-08-06 10:30:00,1.0475
2012-08-07 10:30:00,2.0125
2012-08-08 10:30:00,2.48625
2012-08-09 10:30:00,2.665
2012-08-10 10:30:00,1.94375
2012-08-11 10:30:00,0.96875
2012-08-12 10:30:00,1.83375
2012-08-13 10:30:00,1.2375
2012-08-14 10:30:00,0.67
2012-08-15 10:30:00,1.0
2012-08-16 10:30:00,1.9075
2012-08-17 10:30:00,2.03125
2012-08-18 10:30:00,1.9725
2012-08-19 10:30:00,1.605
2012-08-20 10:30:00,2.98
2012-08-21 10:30:00,1.97625
2012-08-22 10:30:00,2.5049999
2012-08-23 10:30:00,2.25375
2012-08-24 10:30:00,1.17875
2012-08-25 10:30:00,1.8
2012-08-26 10:30:00,1.4325
2012-08-27 10:30:00,1.29
2012-08-28 10:30:00,1.30875
2012-08-29 10:30:00,1.895
2012-08-30 10:30:00,1.515
2012-08-31 10:30:00,1.155
2012-09-01 10:30:00,1.985
2012-09-02 10:30:00,1.72
2012-09-03 10:30:00,0.88875
2012-09-04 10:30:00,1.815
2012-09-05 10:30:00,1.4499999
2012-09-06 10:30:00,1.57125
2012-09-07 10:30:00,1.365
2012-09-08 10:30:00,0.96625
2012-09-09 10:30:00,1.595
2012-09-10 10:30:00,1.9350001
2012-09-11 10:30:00,2.66875
2012-09-12 10:30:00,2.015
2012-09-13 10:30:00,1.26875
2012-09-14 10:30:00,1.23
2012-09-15 10:30:00,0.93125
2012-09-16 10:30:00,1.15125
2012-09-17 10:30:00,1.68125
2012-09-18 10:30:00,1.5537499
2012-09-19 10:30:00,1.39125
2012-09-20 10:30:00,2.21125
2012-09-21 10:30:00,0.82625
2012-09-22 10:30:00,1.07125
2012-09-23 10:30:00,0.965
2012-09-24 10:30:00,1.955
2012-09-25 10:30:00,0.84625
2012-09-26 10:30:00,1.605
2012-09-27 10:30:00,2.14375
2012-09-28 10:30:00,2.3574998
2012-09-29 10:30:00,1.8249999
2012-09-30 10:30:00,1.545
2012-10-01 10:30:00,1.12625
2012-10-02 10:30:00,1.6375
2012-10-03 10:30:00,0.6475
2012-10-04 10:30:00,2.13875
2012-10-05 10:30:00,1.9325
2012-10-06 10:30:00,0.855
2012-10-07 10:30:00,0.9375
2012-10-08 10:30:00,1.23125
2012-10-09 10:30:00,2.6825
2012-10-10 10:30:00,1.4449999
2012-10-11 10:30:00,1.3475
2012-10-12 10:30:00,1.4449999
2012-10-13 10:30:00,3.7525
2012-10-14 10:30:00,2.98
2012-10-15 10:30:00,1.58375
2012-10-16 10:30:00,2.89875
2012-10-17 10:30:00,4.28625
2012-10-18 10:30:00,3.11125
2012-10-19 10:30:00,1.3575
2012-10-20 10:30:00,3.145
2012-10-21 10:30:00,1.6949999
2012-10-22 10:30:00,0.755
2012-10-23 10:30:00,1.81
2012-10-24 10:30:00,1.67875
2012-10-25 10:30:00,1.6487501
2012-10-26 10:30:00,1.99
2012-10-27 10:30:00,3.07125
2012-10-28 10:30:00,2.04625
2012-10-29 10:30:00,1.79
2012-10-30 10:30:00,0.64
2012-10-31 10:30:00,0.8425
2012-11-01 10:30:00,1.68625
2012-11-02 10:30:00,3.07125
2012-11-03 10:30:00,1.265
2012-11-04 10:30:00,0.91875
2012-11-05 10:30:00,1.075
2012-11-06 10:30:00,0.2025
2012-11-07 10:30:00,1.48
2012-11-08 10:30:00,1.20125
2012-11-09 10:30:00,1.025
2012-11-10 10:30:00,1.86125
2012-11-11 10:30:00,3.07125
2012-11-12 10:30:00,3.155
2012-11-13 10:30:00,2.02375
2012-11-14 10:30:00,1.25875
2012-11-15 10:30:00,1.8175
2012-11-16 10:30:00,1.0625
2012-11-17 10:30:00,1.69875
2012-11-18 10:30:00,1.94875
