time,wind
2012-01-01 10:30:00,0.40625
2012-01-02 10:30:00,0.55625
2012-01-03 10:30:00,0.985
2012-01-04 10:30:00,0.47
2012-01-05 10:30:00,1.47625
2012-01-06 10:30:00,0.81125
2012-01-07 10:30:00,0.5825
2012-01-08 10:30:00,0.585
2012-01-09 10:30:00,0.89125
2012-01-10 10:30:00,1.15625
2012-01-11 10:30:00,1.2275
2012-01-12 10:30:00,1.78625
2012-01-13 10:30:00,2.2125
2012-01-14 10:30:00,1.535
2012-01-15 10:30:00,0.6375
2012-01-16 10:30:00,0.2325
2012-01-17 10:30:00,0.32375
2012-01-18 10:30:00,0.95625
2012-01-19 10:30:00,1.0074999
2012-01-20 10:30:00,1.4925001
2012-01-21 10:30:00,1.5225
2012-01-22 10:30:00,1.14
2012-01-23 10:30:00,0.95625
2012-01-24 10:30:00,0.88
2012-01-25 10:30:00,0.89375
2012-01-26 10:30:00,1.3100001
2012-01-27 10:30:00,1.39625
2012-01-28 10:30:00,0.79375
2012-01-29 10:30:00,1.3025
2012-01-30 10:30:00,1.61875
2012-01-31 10:30:00,1.2975
2012-02-01 10:30:00,1.3925
2012-02-02 10:30:00,2.07875
2012-02-03 10:30:00,1.93
2012-02-04 10:30:00,1.7225
2012-02-05 10:30:00,2.17625
2012-02-06 10:30:00,2.83375
2012-02-07 10:30:00,2.00375
2012-02-08 10:30:00,2.2224998
2012-02-09 10:30:00,1.92375
2012-02-10 10:30:00,1.95125
2012-02-11 10:30:00,1.98
2012-02-12 10:30:00,1.4075
2012-02-13 10:30:00,1.33125
2012-02-14 10:30:00,1.81125
2012-02-15 10:30:00,1.4425
2012-02-16 10:30:00,1.97
2012-02-17 10:30:00,1.7525
2012-02-18 10:30:00,1.85
2012-02-19 10:30:00,2.0874999
2012-02-20 10:30:00,1.4875
2012-02-21 10:30:00,0.705
2012-02-22 10:30:00,0.9825
2012-02-23 10:30:00,1.175
2012-02-24 10:30:00,2.76375
2012-02-25 10:30:00,1.3975
2012-02-26 10:30:00,1.5024999
2012-02-27 10:30:00,1.56375
2012-02-28 10:30:00,1.10875
2012-02-29 10:30:00,2.085
2012-03-01 10:30:00,2.125
2012-03-02 10:30:00,1.4475
2012-03-03 10:30:00,0.99875003
2012-03-04 10:30:00,0.86875004
2012-03-05 10:30:00,1.0975
2012-03-06 10:30:00,1.0775
2012-03-07 10:30:00,2.51125
2012-03-08 10:30:00,2.12375
2012-03-09 10:30:00,1.3050001
2012-03-10 10:30:00,2.1412501
2012-03-11 10:30:00,1.71125
2012-03-12 10:30:00,1.62375
2012-03-13 10:30:00,2.7625
2012-03-14 10:30:00,1.695
2012-03-15 10:30:00,2.32
2012-03-16 10:30:00,2.25
2012-03-17 10:30:00,2.56375
2012-03-18 10:30:00,3.0225
2012-03-19 10:30:00,3.56375
2012-03-20 10:30:00,2.0975
