time,wind
2012-01-01 10:30:00,0.7675
2012-01-02 10:30:00,0.66125
2012-01-03 10:30:00,2.24125
2012-01-04 10:30:00,1.20875
2012-01-05 10:30:00,1.8875
2012-01-06 10:30:00,1.0775
2012-01-07 10:30:00,1.23625
2012-01-08 10:30:00,1.44875
2012-01-09 10:30:00,1.36375
2012-01-10 10:30:00,2.135
2012-01-11 10:30:00,1.2
2012-01-12 10:30:00,2.10125
2012-01-13 10:30:00,2.27625
2012-01-14 10:30:00,1.4762499
2012-01-15 10:30:00,1.3325
2012-01-16 10:30:00,0.1175
2012-01-17 10:30:00,0.45125
2012-01-18 10:30:00,1.7937499
2012-01-19 10:30:00,1.93125
2012-01-20 10:30:00,2.9
2012-01-21 10:30:00,2.82125
2012-01-22 10:30:00,2.38
2012-01-23 10:30:00,1.71375
2012-01-24 10:30:00,1.43
2012-01-25 10:30:00,0.87874997
2012-01-26 10:30:00,1.87625
2012-01-27 10:30:00,1.6925
2012-01-28 10:30:00,0.81374997
2012-01-29 10:30:00,1.71125
2012-01-30 10:30:00,2.35625
2012-01-31 10:30:00,2.14
2012-02-01 10:30:00,3.0
2012-02-02 10:30:00,3.1925
2012-02-03 10:30:00,2.9
2012-02-04 10:30:00,2.00125
2012-02-05 10:30:00,2.56625
2012-02-06 10:30:00,3.23875
2012-02-07 10:30:00,2.275
2012-02-08 10:30:00,2.28625
2012-02-09 10:30:00,2.61
2012-02-10 10:30:00,1.9762499
2012-02-11 10:30:00,2.01875
2012-02-12 10:30:00,1.0825
2012-02-13 10:30:00,1.72625
2012-02-14 10:30:00,2.2275
2012-02-15 10:30:00,2.115
2012-02-16 10:30:00,2.35125
2012-02-17 10:30:00,2.1025
2012-02-18 10:30:00,2.0375
2012-02-19 10:30:00,1.87875
2012-02-20 10:30:00,1.74
2012-02-21 10:30:00,0.95875
2012-02-22 10:30:00,1.30875
2012-02-23 10:30:00,1.17375
2012-02-24 10:30:00,3.1875
2012-02-25 10:30:00,1.585
2012-02-26 10:30:00,1.57625
2012-02-27 10:30:00,1.61125
2012-02-28 10:30:00,0.77625
2012-02-29 10:30:00,1.65125
2012-03-01 10:30:00,2.4825
2012-03-02 10:30:00,1.93375
2012-03-03 10:30:00,0.7275
2012-03-04 10:30:00,0.99125
2012-03-05 10:30:00,0.88
2012-03-06 10:30:00,0.9825
2012-03-07 10:30:00,3.21125
2012-03-08 10:30:00,2.3125
