time,tmin
2012-01-01,-28.5681
2012-01-02,-25.657684
2012-01-03,-25.226658
2012-01-04,-27.00617
2012-01-05,-27.987995
2012-01-06,-32.617805
2012-01-07,-32.75384
2012-01-08,-30.87648
2012-01-09,-29.034979
2012-01-10,-34.966553
2012-01-11,-36.45243
2012-01-12,-23.04514
2012-01-13,-22.214033
2012-01-14,-27.262224
2012-01-15,-28.33117
2012-01-16,-29.512754
2012-01-17,-27.3045
2012-01-18,-25.574537
2012-01-19,-30.59777
2012-01-20,-33.081387
2012-01-21,-36.248917
2012-01-22,-35.32644
2012-01-23,-37.63417
2012-01-24,-34.420498
2012-01-25,-35.863842
2012-01-26,-31.636839
2012-01-27,-33.9782
2012-01-28,-34.018826
2012-01-29,-35.667736
2012-01-30,-37.317165
2012-01-31,-38.615532
2012-02-01,-37.59032
2012-02-02,-35.808556
2012-02-03,-27.898367
2012-02-04,-27.34721
2012-02-05,-26.142096
2012-02-06,-24.829071
2012-02-07,-33.494144
2012-02-08,-27.716484
2012-02-09,-23.744505
2012-02-10,-31.588524
2012-02-11,-32.458218
2012-02-12,-29.880346
2012-02-13,-25.386457
2012-02-14,-26.207836
2012-02-15,-31.95584
2012-02-16,-31.202139
2012-02-17,-32.390232
2012-02-18,-29.921427
2012-02-19,-26.710949
2012-02-20,-31.496338
2012-02-21,-32.944473
2012-02-22,-23.786152
2012-02-23,-27.864384
2012-02-24,-23.724367
2012-02-25,-26.14764
2012-02-26,-27.758884
2012-02-27,-21.333181
2012-02-28,-22.259007
2012-02-29,-19.821768
2012-03-01,-23.545753
2012-03-02,-29.077532
2012-03-03,-27.463467
2012-03-04,-21.217262
2012-03-05,-14.993048
2012-03-06,-17.315548
2012-03-07,-15.933916
2012-03-08,-23.19242
2012-03-09,-27.974775
2012-03-10,-21.852474
2012-03-11,-27.288437
2012-03-12,-28.321379
2012-03-13,-21.470114
2012-03-14,-20.119684
2012-03-15,-19.623758
2012-03-16,-9.274548
2012-03-17,-21.380722
2012-03-18,-26.602026
2012-03-19,-20.008904
2012-03-20,-18.783783
2012-03-21,-6.8065734
2012-03-22,-14.2716465
2012-03-23,-12.689861
2012-03-24,-14.739678
2012-03-25,-18.280487
2012-03-26,-13.243768
2012-03-27,-7.8147907
2012-03-28,-10.147304
2012-03-29,-3.846972
2012-03-30,-11.474738
2012-03-31,-17.340185
2012-04-01,-22.671192
2012-04-02,-19.353704
2012-04-03,-15.712469
2012-04-04,-13.390446
2012-04-05,-12.985535
2012-04-06,-19.192703
2012-04-07,-10.750379
2012-04-08,-4.9808455
2012-04-09,-11.768256
2012-04-10,-2.8351898
2012-04-11,-7.029781
2012-04-12,-2.653027
2012-04-13,-2.5247622
2012-04-14,-7.0424166
2012-04-15,-10.040656
2012-04-16,-11.076495
2012-04-17,-1.1415868
2012-04-18,-1.802259
2012-04-19,6.968148
2012-04-20,1.6930419
2012-04-21,-1.6237307
2012-04-22,5.229721
2012-04-23,11.991652
2012-04-24,-1.4460199
2012-04-25,-5.9412603
2012-04-26,-6.557751
2012-04-27,-4.86852
2012-04-28,-3.7848644
2012-04-29,-5.681614
2012-04-30,3.4902253
2012-05-01,-3.344645
2012-05-02,3.4234488
2012-05-03,1.0723552
2012-05-04,-0.9283045
2012-05-05,-1.4481038
2012-05-06,-2.716039
2012-05-07,0.20812225
2012-05-08,0.49581194
2012-05-09,7.702821
2012-05-10,8.215048
2012-05-11,7.4676523
2012-05-12,4.945096
2012-05-13,1.4877901
2012-05-14,0.105796576
2012-05-15,-2.6823783
2012-05-16,2.097137
2012-05-17,-1.5499148
2012-05-18,11.463566
2012-05-19,2.638266
2012-05-20,-3.6362038
2012-05-21,12.851166
2012-05-22,8.580252
2012-05-23,1.055747
2012-05-24,2.1796365
2012-05-25,2.3738668
2012-05-26,2.0282784
2012-05-27,0.15749073
2012-05-28,6.183524
2012-05-29,6.160033
2012-05-30,1.9635066
2012-05-31,0.7618842
2012-06-01,2.9399095
2012-06-02,6.1703916
2012-06-03,5.056283
2012-06-04,6.1463523
2012-06-05,5.6591387
2012-06-06,6.9771976
2012-06-07,9.535279
2012-06-08,5.6543155
2012-06-09,5.062483
2012-06-10,4.768195
2012-06-11,4.8910527
2012-06-12,4.904234
2012-06-13,8.274406
2012-06-14,5.043209
2012-06-15,5.6645966
2012-06-16,7.44126
2012-06-17,9.5065
2012-06-18,6.0158806
2012-06-19,8.469792
2012-06-20,11.993939
2012-06-21,12.24656
2012-06-22,14.688788
2012-06-23,13.680273
