time,tmin
2012-01-01,-27.009537
2012-01-02,-24.16397
2012-01-03,-23.968798
2012-01-04,-25.546627
2012-01-05,-27.587057
2012-01-06,-30.826654
2012-01-07,-31.355286
2012-01-08,-28.737078
2012-01-09,-28.199074
2012-01-10,-33.03098
2012-01-11,-34.295086
2012-01-12,-25.17155
2012-01-13,-24.30809
2012-01-14,-27.595284
2012-01-15,-28.623768
2012-01-16,-29.110384
2012-01-17,-26.6602
2012-01-18,-26.714256
2012-01-19,-29.883242
2012-01-20,-31.125551
2012-01-21,-34.63398
2012-01-22,-33.435566
2012-01-23,-36.767025
2012-01-24,-32.338577
2012-01-25,-34.29207
2012-01-26,-30.585571
2012-01-27,-32.161682
2012-01-28,-32.866188
2012-01-29,-34.36014
2012-01-30,-35.67253
2012-01-31,-36.731003
2012-02-01,-36.028538
2012-02-02,-33.39459
2012-02-03,-26.320173
2012-02-04,-25.060663
2012-02-05,-25.426632
2012-02-06,-26.038927
2012-02-07,-31.296618
2012-02-08,-26.393772
2012-02-09,-24.389606
2012-02-10,-30.04984
2012-02-11,-30.416908
2012-02-12,-29.233067
2012-02-13,-25.04322
2012-02-14,-24.725616
2012-02-15,-29.614883
2012-02-16,-29.72672
2012-02-17,-30.623028
2012-02-18,-28.243261
2012-02-19,-26.397888
2012-02-20,-29.099066
2012-02-21,-32.173565
2012-02-22,-23.981388
2012-02-23,-25.758175
2012-02-24,-22.199808
2012-02-25,-24.090672
2012-02-26,-26.488039
2012-02-27,-21.061924
2012-02-28,-21.475977
2012-02-29,-17.65079
2012-03-01,-22.273874
2012-03-02,-27.928493
2012-03-03,-27.349705
2012-03-04,-20.215448
2012-03-05,-14.859364
2012-03-06,-17.24213
2012-03-07,-17.346914
2012-03-08,-21.72266
2012-03-09,-26.618275
2012-03-10,-22.050802
2012-03-11,-27.80247
2012-03-12,-26.965176
2012-03-13,-21.0636
2012-03-14,-19.416237
2012-03-15,-20.321106
2012-03-16,-8.9164095
2012-03-17,-18.5381
2012-03-18,-24.964928
2012-03-19,-19.123896
2012-03-20,-18.784842
2012-03-21,-7.706689
2012-03-22,-12.30324
2012-03-23,-11.539637
2012-03-24,-11.941834
2012-03-25,-16.773354
2012-03-26,-11.872939
2012-03-27,-6.300375
2012-03-28,-9.937372
2012-03-29,-4.402913
2012-03-30,-10.7686405
2012-03-31,-14.914923
2012-04-01,-20.49036
2012-04-02,-17.8896
2012-04-03,-14.62039
2012-04-04,-12.168398
2012-04-05,-12.007812
2012-04-06,-17.605133
2012-04-07,-9.927644
