time,tmin
2012-01-01,-24.22412
2012-01-02,-22.279533
2012-01-03,-21.231888
2012-01-04,-22.60419
2012-01-05,-25.411064
2012-01-06,-26.969843
2012-01-07,-27.775803
2012-01-08,-24.20872
2012-01-09,-26.538681
2012-01-10,-27.865402
2012-01-11,-29.481817
2012-01-12,-26.433321
2012-01-13,-25.725655
2012-01-14,-26.342268
2012-01-15,-26.70103
2012-01-16,-26.068933
2012-01-17,-24.21863
2012-01-18,-26.200727
2012-01-19,-26.84046
2012-01-20,-28.010445
2012-01-21,-30.425539
2012-01-22,-29.478094
2012-01-23,-34.40947
2012-01-24,-28.723967
2012-01-25,-31.37394
2012-01-26,-27.954046
2012-01-27,-28.869276
2012-01-28,-30.981522
2012-01-29,-31.486437
2012-01-30,-32.36336
2012-01-31,-32.90614
2012-02-01,-32.515903
2012-02-02,-28.570415
2012-02-03,-23.120989
2012-02-04,-20.850441
2012-02-05,-23.177938
2012-02-06,-22.442112
2012-02-07,-27.474945
2012-02-08,-23.217134
2012-02-09,-23.16686
2012-02-10,-26.517262
2012-02-11,-26.218012
2012-02-12,-27.529877
2012-02-13,-23.461006
2012-02-14,-21.659304
2012-02-15,-24.680658
2012-02-16,-25.797415
2012-02-17,-26.528091
2012-02-18,-24.252996
2012-02-19,-25.036806
2012-02-20,-24.86177
2012-02-21,-29.073532
2012-02-22,-22.655216
2012-02-23,-21.854166
2012-02-24,-18.77821
2012-02-25,-20.735216
2012-02-26,-23.85045
2012-02-27,-20.179136
2012-02-28,-19.025293
2012-02-29,-15.247906
2012-03-01,-19.541412
2012-03-02,-24.956013
2012-03-03,-24.781898
2012-03-04,-17.412651
2012-03-05,-12.724348
2012-03-06,-15.930934
2012-03-07,-17.209698
2012-03-08,-18.311052
2012-03-09,-24.20149
2012-03-10,-21.025934
2012-03-11,-26.200878
2012-03-12,-23.349033
2012-03-13,-19.38006
2012-03-14,-16.418634
2012-03-15,-20.837395
2012-03-16,-5.455823
2012-03-17,-16.217302
2012-03-18,-21.767273
2012-03-19,-16.832039
2012-03-20,-16.911125
2012-03-21,-9.862505
2012-03-22,-9.539352
2012-03-23,-8.099483
2012-03-24,-8.991228
