time,tmin
2012-01-01,-21.713814
2012-01-02,-20.22437
2012-01-03,-20.238527
2012-01-04,-20.055647
2012-01-05,-20.49588
2012-01-06,-20.309994
2012-01-07,-22.255411
2012-01-08,-22.609652
2012-01-09,-24.149921
2012-01-10,-22.45923
2012-01-11,-26.254732
2012-01-12,-23.979628
2012-01-13,-23.693106
2012-01-14,-22.584332
2012-01-15,-19.158354
2012-01-16,-19.782192
2012-01-17,-22.824251
2012-01-18,-23.538942
2012-01-19,-20.920576
2012-01-20,-21.97582
2012-01-21,-24.258093
2012-01-22,-24.356407
2012-01-23,-26.815123
2012-01-24,-25.606915
2012-01-25,-25.148426
2012-01-26,-22.006676
2012-01-27,-24.915482
2012-01-28,-25.999908
2012-01-29,-26.283375
2012-01-30,-26.726873
2012-01-31,-28.117483
2012-02-01,-26.27707
2012-02-02,-22.878138
2012-02-03,-19.068325
2012-02-04,-19.250135
2012-02-05,-16.770615
2012-02-06,-16.715246
2012-02-07,-20.965332
2012-02-08,-21.196476
2012-02-09,-19.890514
2012-02-10,-20.617754
2012-02-11,-20.32818
2012-02-12,-21.019997
2012-02-13,-17.651768
2012-02-14,-14.769405
2012-02-15,-18.038517
2012-02-16,-18.626493
2012-02-17,-20.316273
2012-02-18,-19.328672
2012-02-19,-15.739822
2012-02-20,-18.060066
2012-02-21,-23.203545
2012-02-22,-17.163488
2012-02-23,-17.702671
2012-02-24,-12.484067
2012-02-25,-14.9632845
2012-02-26,-17.983822
2012-02-27,-15.975546
2012-02-28,-12.449474
2012-02-29,-7.285806
2012-03-01,-13.313352
2012-03-02,-16.16032
2012-03-03,-17.373737
2012-03-04,-9.80171
2012-03-05,-5.5376353
2012-03-06,-9.515403
2012-03-07,-13.588673
2012-03-08,-11.235917
2012-03-09,-15.7509
2012-03-10,-12.485523
2012-03-11,-16.39279
2012-03-12,-16.093178
2012-03-13,-13.040354
2012-03-14,-10.739299
2012-03-15,-8.547529
2012-03-16,1.1959896
2012-03-17,-12.450498
2012-03-18,-15.673646
2012-03-19,-10.850212
2012-03-20,-10.705744
2012-03-21,-4.0265784
2012-03-22,-4.715945
2012-03-23,-2.8156776
2012-03-24,-2.7271123
2012-03-25,-6.8248386
2012-03-26,-4.5333147
2012-03-27,-0.13674021
2012-03-28,-4.887993
2012-03-29,-1.6766045
2012-03-30,-6.8953533
2012-03-31,-7.6455393
2012-04-01,-12.261266
2012-04-02,-8.036531
2012-04-03,-6.6811304
2012-04-04,-3.7772508
2012-04-05,-6.551381
2012-04-06,-8.674415
2012-04-07,-5.8735857
2012-04-08,2.10426
2012-04-09,-2.588057
2012-04-10,2.953672
2012-04-11,-2.8222213
2012-04-12,5.1337824
2012-04-13,1.3587611
2012-04-14,0.58785963
2012-04-15,2.5123663
2012-04-16,-2.8902092
2012-04-17,4.462182
2012-04-18,6.237156
2012-04-19,11.320568
2012-04-20,11.109709
2012-04-21,6.046566
2012-04-22,9.058257
2012-04-23,7.264697
2012-04-24,12.127681
2012-04-25,6.2236743
2012-04-26,-0.5016961
2012-04-27,2.7020233
2012-04-28,2.6744802
2012-04-29,2.2006369
2012-04-30,9.977431
2012-05-01,4.9358253
2012-05-02,10.553941
2012-05-03,7.9369135
2012-05-04,9.802017
2012-05-05,7.6920867
2012-05-06,4.1872025
2012-05-07,5.31075
2012-05-08,9.485578
2012-05-09,10.209764
2012-05-10,11.799555
2012-05-11,8.355492
2012-05-12,11.055917
2012-05-13,8.080646
