time,srad
2012-01-01 10:30:00,6.4368
2012-01-02 10:30:00,5.6484003
2012-01-03 10:30:00,6.2208004
2012-01-04 10:30:00,6.5772
2012-01-05 10:30:00,6.2856
2012-01-06 10:30:00,6.7284
2012-01-07 10:30:00,6.75
2012-01-08 10:30:00,6.7716002
2012-01-09 10:30:00,6.5880003
2012-01-10 10:30:00,3.5748
2012-01-11 10:30:00,6.5772
2012-01-12 10:30:00,6.8688
2012-01-13 10:30:00,6.9552
2012-01-14 10:30:00,7.1388
2012-01-15 10:30:00,7.0632
2012-01-16 10:30:00,7.2144003
2012-01-17 10:30:00,6.9876003
2012-01-18 10:30:00,7.1496
2012-01-19 10:30:00,6.0588
2012-01-20 10:30:00,6.8688
2012-01-21 10:30:00,7.1712003
2012-01-22 10:30:00,7.3224
2012-01-23 10:30:00,4.6656003
2012-01-24 10:30:00,7.2144003
2012-01-25 10:30:00,8.1
2012-01-26 10:30:00,8.3808
2012-01-27 10:30:00,8.564401
2012-01-28 10:30:00,8.6832
2012-01-29 10:30:00,8.6832
2012-01-30 10:30:00,8.4672
2012-01-31 10:30:00,8.4888
2012-02-01 10:30:00,8.1216
2012-02-02 10:30:00,8.7696
2012-02-03 10:30:00,8.8992
2012-02-04 10:30:00,8.964001
2012-02-05 10:30:00,9.417601
2012-02-06 10:30:00,9.190801
2012-02-07 10:30:00,9.417601
2012-02-08 10:30:00,9.784801
2012-02-09 10:30:00,9.9684
2012-02-10 10:30:00,9.8388
2012-02-11 10:30:00,9.8928
2012-02-12 10:30:00,9.45
2012-02-13 10:30:00,10.616401
2012-02-14 10:30:00,9.2016
2012-02-15 10:30:00,10.6812
2012-02-16 10:30:00,10.8216
2012-02-17 10:30:00,11.0808
2012-02-18 10:30:00,11.469601
2012-02-19 10:30:00,12.0744
2012-02-20 10:30:00,12.150001
2012-02-21 10:30:00,12.150001
2012-02-22 10:30:00,11.88
2012-02-23 10:30:00,12.754801
2012-02-24 10:30:00,13.1004
2012-02-25 10:30:00,13.2732
2012-02-26 10:30:00,13.1976
2012-02-27 10:30:00,13.4244
2012-02-28 10:30:00,15.2172
2012-02-29 10:30:00,13.9968
2012-03-01 10:30:00,14.2236
2012-03-02 10:30:00,14.634001
2012-03-03 10:30:00,15.746401
2012-03-04 10:30:00,13.035601
2012-03-05 10:30:00,4.0716
2012-03-06 10:30:00,14.061601
2012-03-07 10:30:00,9.4284
2012-03-08 10:30:00,13.8564005
2012-03-09 10:30:00,13.4784
2012-03-10 10:30:00,14.5908
2012-03-11 10:30:00,10.7784
2012-03-12 10:30:00,14.342401
2012-03-13 10:30:00,17.064001
2012-03-14 10:30:00,16.4916
2012-03-15 10:30:00,15.7572
2012-03-16 10:30:00,17.9712
2012-03-17 10:30:00,16.124401
2012-03-18 10:30:00,17.6796
2012-03-19 10:30:00,18.1548
2012-03-20 10:30:00,17.1504
2012-03-21 10:30:00,20.304
2012-03-22 10:30:00,18.208801
2012-03-23 10:30:00,6.8904004
2012-03-24 10:30:00,19.321201
2012-03-25 10:30:00,20.3796
2012-03-26 10:30:00,18.198
2012-03-27 10:30:00,21.9456
2012-03-28 10:30:00,19.6128
2012-03-29 10:30:00,12.2256
2012-03-30 10:30:00,10.411201
2012-03-31 10:30:00,20.5308
2012-04-01 10:30:00,20.4228
2012-04-02 10:30:00,18.2844
2012-04-03 10:30:00,20.5308
2012-04-04 10:30:00,19.9584
2012-04-05 10:30:00,21.168001
2012-04-06 10:30:00,21.762001
2012-04-07 10:30:00,20.4552
2012-04-08 10:30:00,13.2516
2012-04-09 10:30:00,19.9044
2012-04-10 10:30:00,21.2436
2012-04-11 10:30:00,24.9804
2012-04-12 10:30:00,25.7796
2012-04-13 10:30:00,24.6888
2012-04-14 10:30:00,12.5172
2012-04-15 10:30:00,21.686401
2012-04-16 10:30:00,26.276402
2012-04-17 10:30:00,22.658401
2012-04-18 10:30:00,22.6908
2012-04-19 10:30:00,14.418
2012-04-20 10:30:00,25.7364
2012-04-21 10:30:00,20.1096
2012-04-22 10:30:00,25.6824
2012-04-23 10:30:00,17.9172
2012-04-24 10:30:00,11.0376005
2012-04-25 10:30:00,23.4792
2012-04-26 10:30:00,25.930801
2012-04-27 10:30:00,12.409201
2012-04-28 10:30:00,22.215601
2012-04-29 10:30:00,19.6776
2012-04-30 10:30:00,25.477201
2012-05-01 10:30:00,26.7516
2012-05-02 10:30:00,24.624
2012-05-03 10:30:00,25.336802
2012-05-04 10:30:00,30.2292
2012-05-05 10:30:00,28.2096
2012-05-06 10:30:00,23.5548
2012-05-07 10:30:00,24.6672
2012-05-08 10:30:00,24.505201
2012-05-09 10:30:00,20.0664
2012-05-10 10:30:00,28.814402
2012-05-11 10:30:00,13.9968
2012-05-12 10:30:00,7.6356
2012-05-13 10:30:00,22.766401
2012-05-14 10:30:00,18.349201
2012-05-15 10:30:00,21.7836
2012-05-16 10:30:00,18.1548
2012-05-17 10:30:00,18.381601
2012-05-18 10:30:00,29.2248
2012-05-19 10:30:00,32.6376
2012-05-20 10:30:00,32.108402
2012-05-21 10:30:00,26.568
2012-05-22 10:30:00,26.568
2012-05-23 10:30:00,26.8272
2012-05-24 10:30:00,26.730001
2012-05-25 10:30:00,31.59
2012-05-26 10:30:00,27.745201
2012-05-27 10:30:00,32.6808
2012-05-28 10:30:00,28.4904
2012-05-29 10:30:00,15.39
2012-05-30 10:30:00,24.246
2012-05-31 10:30:00,29.106
2012-06-01 10:30:00,13.176001
2012-06-02 10:30:00,8.3268
2012-06-03 10:30:00,17.226
2012-06-04 10:30:00,9.1692
2012-06-05 10:30:00,28.404001
2012-06-06 10:30:00,15.714001
2012-06-07 10:30:00,27.0648
2012-06-08 10:30:00,20.854801
2012-06-09 10:30:00,13.1976
2012-06-10 10:30:00,7.3116
2012-06-11 10:30:00,9.2556
2012-06-12 10:30:00,8.4888
2012-06-13 10:30:00,2.7864
2012-06-14 10:30:00,8.1324005
2012-06-15 10:30:00,21.4164
2012-06-16 10:30:00,19.0404
2012-06-17 10:30:00,23.457602
2012-06-18 10:30:00,30.8556
2012-06-19 10:30:00,31.1688
2012-06-20 10:30:00,26.2548
2012-06-21 10:30:00,27.7992
2012-06-22 10:30:00,25.477201
2012-06-23 10:30:00,21.340801
2012-06-24 10:30:00,7.1172004
2012-06-25 10:30:00,11.2536
2012-06-26 10:30:00,11.8044
2012-06-27 10:30:00,9.126
2012-06-28 10:30:00,11.232
2012-06-29 10:30:00,22.7448
2012-06-30 10:30:00,29.4948
2012-07-01 10:30:00,9.817201
2012-07-02 10:30:00,14.5692005
2012-07-03 10:30:00,23.2956
2012-07-04 10:30:00,28.684801
2012-07-05 10:30:00,20.412
2012-07-06 10:30:00,30.132
2012-07-07 10:30:00,30.834002
2012-07-08 10:30:00,15.746401
2012-07-09 10:30:00,12.463201
2012-07-10 10:30:00,11.0484
2012-07-11 10:30:00,9.0288
2012-07-12 10:30:00,13.986
2012-07-13 10:30:00,28.749601
2012-07-14 10:30:00,25.0776
2012-07-15 10:30:00,28.263601
2012-07-16 10:30:00,28.404001
2012-07-17 10:30:00,29.970001
