time,srad
2012-01-01 10:30:00,6.5124
2012-01-02 10:30:00,5.5620003
2012-01-03 10:30:00,6.4692
2012-01-04 10:30:00,6.6096
2012-01-05 10:30:00,6.6528
2012-01-06 10:30:00,6.7932
2012-01-07 10:30:00,6.8472004
2012-01-08 10:30:00,6.7068
2012-01-09 10:30:00,6.8256
2012-01-10 10:30:00,2.3652
2012-01-11 10:30:00,2.6244001
2012-01-12 10:30:00,6.9984
2012-01-13 10:30:00,7.1172004
2012-01-14 10:30:00,7.3332
2012-01-15 10:30:00,6.9876003
2012-01-16 10:30:00,7.3548
2012-01-17 10:30:00,7.2036004
2012-01-18 10:30:00,7.5168004
2012-01-19 10:30:00,6.5772
2012-01-20 10:30:00,8.1972
2012-01-21 10:30:00,8.0892
2012-01-22 10:30:00,8.208
2012-01-23 10:30:00,6.6744003
2012-01-24 10:30:00,8.424
2012-01-25 10:30:00,8.4996
2012-01-26 10:30:00,8.694
2012-01-27 10:30:00,9.158401
2012-01-28 10:30:00,9.0072
2012-01-29 10:30:00,9.1476
2012-01-30 10:30:00,9.6228
2012-01-31 10:30:00,9.45
2012-02-01 10:30:00,8.1108
2012-02-02 10:30:00,8.4456005
2012-02-03 10:30:00,8.5968
2012-02-04 10:30:00,9.3204
2012-02-05 10:30:00,8.6508
2012-02-06 10:30:00,8.0136
2012-02-07 10:30:00,10.098001
2012-02-08 10:30:00,9.4932
2012-02-09 10:30:00,10.3356
2012-02-10 10:30:00,11.8584
2012-02-11 10:30:00,10.7676
2012-02-12 10:30:00,8.0676
2012-02-13 10:30:00,11.0592
2012-02-14 10:30:00,11.6208
2012-02-15 10:30:00,12.42
2012-02-16 10:30:00,11.6208
2012-02-17 10:30:00,12.549601
2012-02-18 10:30:00,11.9772005
2012-02-19 10:30:00,12.9384
2012-02-20 10:30:00,12.6576
2012-02-21 10:30:00,11.750401
2012-02-22 10:30:00,10.9404
2012-02-23 10:30:00,12.0852
2012-02-24 10:30:00,11.5992
2012-02-25 10:30:00,12.754801
2012-02-26 10:30:00,12.236401
2012-02-27 10:30:00,14.364
2012-02-28 10:30:00,13.9968
