time,srad
2012-01-01 10:30:00,6.0912004
2012-01-02 10:30:00,5.1084003
2012-01-03 10:30:00,5.8752003
2012-01-04 10:30:00,6.1668
2012-01-05 10:30:00,6.21
2012-01-06 10:30:00,6.3180003
2012-01-07 10:30:00,6.4152
2012-01-08 10:30:00,6.3936
2012-01-09 10:30:00,6.426
2012-01-10 10:30:00,2.8296
2012-01-11 10:30:00,1.3932
2012-01-12 10:30:00,5.6916003
2012-01-13 10:30:00,6.5880003
2012-01-14 10:30:00,6.912
2012-01-15 10:30:00,6.7176003
2012-01-16 10:30:00,4.8816
2012-01-17 10:30:00,6.912
2012-01-18 10:30:00,7.0308003
2012-01-19 10:30:00,6.7392
2012-01-20 10:30:00,7.2468004
2012-01-21 10:30:00,6.6204
2012-01-22 10:30:00,7.4628
2012-01-23 10:30:00,7.9056
2012-01-24 10:30:00,7.4952
2012-01-25 10:30:00,8.0892
2012-01-26 10:30:00,8.262
2012-01-27 10:30:00,8.4564
2012-01-28 10:30:00,8.5968
2012-01-29 10:30:00,8.7156
2012-01-30 10:30:00,8.9208
2012-01-31 10:30:00,9.018001
2012-02-01 10:30:00,7.9164004
2012-02-02 10:30:00,8.478001
2012-02-03 10:30:00,8.1432
2012-02-04 10:30:00,9.8928
2012-02-05 10:30:00,9.817201
2012-02-06 10:30:00,8.1
2012-02-07 10:30:00,9.7092
2012-02-08 10:30:00,8.9748
2012-02-09 10:30:00,6.3396
2012-02-10 10:30:00,10.8864
2012-02-11 10:30:00,10.2384
2012-02-12 10:30:00,7.938
2012-02-13 10:30:00,10.6488
2012-02-14 10:30:00,9.3528
2012-02-15 10:30:00,10.9944
2012-02-16 10:30:00,9.2664
2012-02-17 10:30:00,9.3636
2012-02-18 10:30:00,9.9684
2012-02-19 10:30:00,10.2492
2012-02-20 10:30:00,10.270801
2012-02-21 10:30:00,10.357201
2012-02-22 10:30:00,10.476
2012-02-23 10:30:00,10.5408
2012-02-24 10:30:00,10.983601
2012-02-25 10:30:00,11.383201
2012-02-26 10:30:00,11.5668
2012-02-27 10:30:00,9.5256
2012-02-28 10:30:00,12.2148
2012-02-29 10:30:00,12.2256
2012-03-01 10:30:00,13.014
2012-03-02 10:30:00,13.0572
2012-03-03 10:30:00,11.9664
2012-03-04 10:30:00,11.016001
2012-03-05 10:30:00,4.4172
2012-03-06 10:30:00,10.0872
2012-03-07 10:30:00,6.7824
2012-03-08 10:30:00,13.2516
2012-03-09 10:30:00,15.6492
2012-03-10 10:30:00,13.2732
2012-03-11 10:30:00,13.7052
2012-03-12 10:30:00,16.124401
2012-03-13 10:30:00,16.329601
2012-03-14 10:30:00,16.7724
2012-03-15 10:30:00,14.742001
2012-03-16 10:30:00,16.6752
2012-03-17 10:30:00,16.686
2012-03-18 10:30:00,17.5608
2012-03-19 10:30:00,18.1116
2012-03-20 10:30:00,18.576
2012-03-21 10:30:00,18.4788
2012-03-22 10:30:00,18.0144
2012-03-23 10:30:00,9.45
2012-03-24 10:30:00,14.2668
2012-03-25 10:30:00,18.1224
2012-03-26 10:30:00,16.3188
2012-03-27 10:30:00,16.923601
2012-03-28 10:30:00,17.6796
2012-03-29 10:30:00,8.0028
2012-03-30 10:30:00,12.808801
2012-03-31 10:30:00,13.7592
2012-04-01 10:30:00,17.7012
2012-04-02 10:30:00,19.656
2012-04-03 10:30:00,17.3448
2012-04-04 10:30:00,12.5604
2012-04-05 10:30:00,13.6836
2012-04-06 10:30:00,21.6972
2012-04-07 10:30:00,17.766
2012-04-08 10:30:00,13.2732
2012-04-09 10:30:00,20.4984
2012-04-10 10:30:00,10.476
2012-04-11 10:30:00,22.2696
2012-04-12 10:30:00,23.49
2012-04-13 10:30:00,19.7532
2012-04-14 10:30:00,12.1284
2012-04-15 10:30:00,22.8852
2012-04-16 10:30:00,23.8356
2012-04-17 10:30:00,20.7036
2012-04-18 10:30:00,18.3924
2012-04-19 10:30:00,18.975601
2012-04-20 10:30:00,20.9412
2012-04-21 10:30:00,21.448801
2012-04-22 10:30:00,20.9304
2012-04-23 10:30:00,18.8892
2012-04-24 10:30:00,4.9572
2012-04-25 10:30:00,17.863201
2012-04-26 10:30:00,25.509602
2012-04-27 10:30:00,6.1236
2012-04-28 10:30:00,22.453201
2012-04-29 10:30:00,23.058
2012-04-30 10:30:00,22.6692
2012-05-01 10:30:00,23.2632
2012-05-02 10:30:00,24.5268
2012-05-03 10:30:00,20.6604
2012-05-04 10:30:00,23.4036
2012-05-05 10:30:00,25.239601
2012-05-06 10:30:00,23.0256
2012-05-07 10:30:00,23.4792
2012-05-08 10:30:00,22.312801
2012-05-09 10:30:00,24.1164
2012-05-10 10:30:00,24.1812
2012-05-11 10:30:00,19.7964
2012-05-12 10:30:00,4.86
2012-05-13 10:30:00,17.690401
2012-05-14 10:30:00,20.7252
2012-05-15 10:30:00,23.382
2012-05-16 10:30:00,9.1152
2012-05-17 10:30:00,27.594
2012-05-18 10:30:00,25.0452
2012-05-19 10:30:00,30.672
2012-05-20 10:30:00,31.179602
2012-05-21 10:30:00,24.7644
2012-05-22 10:30:00,12.7872
2012-05-23 10:30:00,28.9332
2012-05-24 10:30:00,25.056
2012-05-25 10:30:00,27.594
