time,srad
2012-01-01 10:30:00,6.4692
2012-01-02 10:30:00,5.5188003
2012-01-03 10:30:00,5.5296
2012-01-04 10:30:00,6.3072
2012-01-05 10:30:00,6.4584002
2012-01-06 10:30:00,6.75
2012-01-07 10:30:00,6.8148003
2012-01-08 10:30:00,6.5664
2012-01-09 10:30:00,6.6528
2012-01-10 10:30:00,3.0564
2012-01-11 10:30:00,2.9808002
2012-01-12 10:30:00,6.966
2012-01-13 10:30:00,7.0848002
2012-01-14 10:30:00,7.3872004
2012-01-15 10:30:00,7.2684
2012-01-16 10:30:00,7.4412003
2012-01-17 10:30:00,7.4628
2012-01-18 10:30:00,7.6032
2012-01-19 10:30:00,7.0524
2012-01-20 10:30:00,7.4736004
2012-01-21 10:30:00,7.4088
2012-01-22 10:30:00,7.5816
2012-01-23 10:30:00,7.4628
2012-01-24 10:30:00,7.5168004
2012-01-25 10:30:00,8.208
2012-01-26 10:30:00,8.618401
2012-01-27 10:30:00,8.8128
2012-01-28 10:30:00,8.9208
2012-01-29 10:30:00,9.0720005
2012-01-30 10:30:00,8.845201
2012-01-31 10:30:00,9.1476
2012-02-01 10:30:00,8.9964
2012-02-02 10:30:00,8.694
2012-02-03 10:30:00,8.845201
2012-02-04 10:30:00,10.206
2012-02-05 10:30:00,8.586
2012-02-06 10:30:00,9.4284
2012-02-07 10:30:00,9.612
2012-02-08 10:30:00,4.428
2012-02-09 10:30:00,10.0764
2012-02-10 10:30:00,10.1088
2012-02-11 10:30:00,10.4328
2012-02-12 10:30:00,10.4004
2012-02-13 10:30:00,11.0484
2012-02-14 10:30:00,10.746
2012-02-15 10:30:00,11.3508005
2012-02-16 10:30:00,11.1672
2012-02-17 10:30:00,11.4156
2012-02-18 10:30:00,11.5992
2012-02-19 10:30:00,13.381201
2012-02-20 10:30:00,12.355201
2012-02-21 10:30:00,12.3984
2012-02-22 10:30:00,11.7072
2012-02-23 10:30:00,12.798
2012-02-24 10:30:00,12.441601
2012-02-25 10:30:00,13.381201
2012-02-26 10:30:00,13.2300005
2012-02-27 10:30:00,13.348801
2012-02-28 10:30:00,15.714001
2012-02-29 10:30:00,15.1632
2012-03-01 10:30:00,14.2776
2012-03-02 10:30:00,14.5584
2012-03-03 10:30:00,14.806801
2012-03-04 10:30:00,11.7396
2012-03-05 10:30:00,6.6096
2012-03-06 10:30:00,13.8672
2012-03-07 10:30:00,7.1280003
2012-03-08 10:30:00,13.5972
2012-03-09 10:30:00,13.5
2012-03-10 10:30:00,13.1544
2012-03-11 10:30:00,10.5732
2012-03-12 10:30:00,13.2408
2012-03-13 10:30:00,15.714001
2012-03-14 10:30:00,16.0812
2012-03-15 10:30:00,16.254
2012-03-16 10:30:00,18.5976
2012-03-17 10:30:00,14.0184
2012-03-18 10:30:00,17.722801
2012-03-19 10:30:00,18.068401
2012-03-20 10:30:00,17.928001
2012-03-21 10:30:00,20.368801
2012-03-22 10:30:00,18.5328
2012-03-23 10:30:00,4.5360003
2012-03-24 10:30:00,14.7312
2012-03-25 10:30:00,20.368801
2012-03-26 10:30:00,17.7768
2012-03-27 10:30:00,22.41
2012-03-28 10:30:00,20.1852
2012-03-29 10:30:00,9.1368
2012-03-30 10:30:00,7.722
2012-03-31 10:30:00,11.9016
2012-04-01 10:30:00,20.228401
2012-04-02 10:30:00,17.5392
2012-04-03 10:30:00,16.254
2012-04-04 10:30:00,18.1656
2012-04-05 10:30:00,13.4136
2012-04-06 10:30:00,21.114
2012-04-07 10:30:00,18.1116
2012-04-08 10:30:00,15.336
2012-04-09 10:30:00,23.1768
2012-04-10 10:30:00,16.5996
2012-04-11 10:30:00,24.2352
2012-04-12 10:30:00,25.304401
2012-04-13 10:30:00,24.408
2012-04-14 10:30:00,13.802401
2012-04-15 10:30:00,22.593601
2012-04-16 10:30:00,26.276402
2012-04-17 10:30:00,21.4272
2012-04-18 10:30:00,22.3668
2012-04-19 10:30:00,17.755201
2012-04-20 10:30:00,26.3952
2012-04-21 10:30:00,18.0792
2012-04-22 10:30:00,23.706001
2012-04-23 10:30:00,18.9
2012-04-24 10:30:00,4.4712
2012-04-25 10:30:00,27.0972
2012-04-26 10:30:00,23.1768
2012-04-27 10:30:00,11.8476
2012-04-28 10:30:00,18.554401
2012-04-29 10:30:00,21.33
2012-04-30 10:30:00,26.3304
2012-05-01 10:30:00,24.472801
2012-05-02 10:30:00,24.580801
2012-05-03 10:30:00,28.3068
2012-05-04 10:30:00,25.1532
2012-05-05 10:30:00,26.298
2012-05-06 10:30:00,25.898401
2012-05-07 10:30:00,23.9652
2012-05-08 10:30:00,23.598001
2012-05-09 10:30:00,21.5784
2012-05-10 10:30:00,28.9332
2012-05-11 10:30:00,15.001201
2012-05-12 10:30:00,7.0848002
2012-05-13 10:30:00,13.0572
2012-05-14 10:30:00,20.682001
2012-05-15 10:30:00,13.662001
2012-05-16 10:30:00,7.8624
2012-05-17 10:30:00,28.782001
2012-05-18 10:30:00,29.0412
2012-05-19 10:30:00,30.8556
2012-05-20 10:30:00,31.957201
2012-05-21 10:30:00,27.5832
2012-05-22 10:30:00,17.4744
2012-05-23 10:30:00,26.838001
2012-05-24 10:30:00,25.412401
2012-05-25 10:30:00,26.2656
2012-05-26 10:30:00,31.352402
2012-05-27 10:30:00,30.4668
2012-05-28 10:30:00,30.2292
2012-05-29 10:30:00,13.348801
2012-05-30 10:30:00,22.8852
2012-05-31 10:30:00,31.114801
2012-06-01 10:30:00,20.736
2012-06-02 10:30:00,6.0804
2012-06-03 10:30:00,22.4964
2012-06-04 10:30:00,9.6984005
2012-06-05 10:30:00,28.641602
2012-06-06 10:30:00,16.3836
2012-06-07 10:30:00,24.9156
2012-06-08 10:30:00,20.8764
2012-06-09 10:30:00,14.58
2012-06-10 10:30:00,17.0316
2012-06-11 10:30:00,11.8908
2012-06-12 10:30:00,5.7888002
2012-06-13 10:30:00,6.0264
2012-06-14 10:30:00,7.6896
2012-06-15 10:30:00,7.4952
2012-06-16 10:30:00,27.864
2012-06-17 10:30:00,19.278
2012-06-18 10:30:00,27.648
2012-06-19 10:30:00,31.2444
2012-06-20 10:30:00,27.756
2012-06-21 10:30:00,27.356401
2012-06-22 10:30:00,26.406
2012-06-23 10:30:00,22.8096
2012-06-24 10:30:00,12.182401
2012-06-25 10:30:00,12.474
2012-06-26 10:30:00,18.7272
2012-06-27 10:30:00,9.6012
2012-06-28 10:30:00,12.549601
2012-06-29 10:30:00,16.902
2012-06-30 10:30:00,26.762402
2012-07-01 10:30:00,8.3484
2012-07-02 10:30:00,11.9988
2012-07-03 10:30:00,11.3184
2012-07-04 10:30:00,29.1492
2012-07-05 10:30:00,20.336401
2012-07-06 10:30:00,30.4776
2012-07-07 10:30:00,28.371601
2012-07-08 10:30:00,19.602001
2012-07-09 10:30:00,19.3428
2012-07-10 10:30:00,14.8932
2012-07-11 10:30:00,8.2728
2012-07-12 10:30:00,3.078
2012-07-13 10:30:00,27.572401
2012-07-14 10:30:00,26.6868
2012-07-15 10:30:00,26.6004
2012-07-16 10:30:00,28.026001
2012-07-17 10:30:00,30.488401
