time,lrad
2012-01-01 10:30:00,13.608001
2012-01-02 10:30:00,15.1092005
2012-01-03 10:30:00,14.968801
2012-01-04 10:30:00,13.77
2012-01-05 10:30:00,13.489201
2012-01-06 10:30:00,13.0572
2012-01-07 10:30:00,13.3272
2012-01-08 10:30:00,13.4136
2012-01-09 10:30:00,13.5432005
2012-01-10 10:30:00,18.208801
2012-01-11 10:30:00,18.6408
2012-01-12 10:30:00,13.8456
2012-01-13 10:30:00,14.1696005
2012-01-14 10:30:00,13.7916
2012-01-15 10:30:00,13.921201
2012-01-16 10:30:00,13.5108
2012-01-17 10:30:00,13.4136
2012-01-18 10:30:00,13.6512
2012-01-19 10:30:00,16.4592
2012-01-20 10:30:00,12.5064
2012-01-21 10:30:00,12.6792
2012-01-22 10:30:00,12.3984
2012-01-23 10:30:00,13.6404
2012-01-24 10:30:00,14.958
2012-01-25 10:30:00,12.895201
2012-01-26 10:30:00,12.776401
2012-01-27 10:30:00,12.409201
2012-01-28 10:30:00,12.690001
2012-01-29 10:30:00,12.0528
2012-01-30 10:30:00,12.906
2012-01-31 10:30:00,12.0852
2012-02-01 10:30:00,12.8736
2012-02-02 10:30:00,13.6836
2012-02-03 10:30:00,13.9536
2012-02-04 10:30:00,15.6924
2012-02-05 10:30:00,15.595201
2012-02-06 10:30:00,13.208401
2012-02-07 10:30:00,13.176001
2012-02-08 10:30:00,17.928001
2012-02-09 10:30:00,14.4504
2012-02-10 10:30:00,12.808801
2012-02-11 10:30:00,13.932
2012-02-12 10:30:00,15.1308
2012-02-13 10:30:00,14.6988
2012-02-14 10:30:00,15.595201
2012-02-15 10:30:00,13.3056
2012-02-16 10:30:00,14.234401
2012-02-17 10:30:00,14.0184
2012-02-18 10:30:00,14.947201
2012-02-19 10:30:00,14.655601
2012-02-20 10:30:00,13.878
2012-02-21 10:30:00,14.8932
2012-02-22 10:30:00,16.016401
2012-02-23 10:30:00,15.746401
2012-02-24 10:30:00,15.6924
2012-02-25 10:30:00,14.742001
2012-02-26 10:30:00,15.2712
2012-02-27 10:30:00,15.1632
2012-02-28 10:30:00,15.886801
