time,lrad
2012-01-01 10:30:00,12.7656
2012-01-02 10:30:00,14.094001
2012-01-03 10:30:00,16.6536
2012-01-04 10:30:00,16.3728
2012-01-05 10:30:00,16.4808
2012-01-06 10:30:00,11.728801
2012-01-07 10:30:00,12.1608
2012-01-08 10:30:00,17.7012
2012-01-09 10:30:00,15.7572
2012-01-10 10:30:00,14.9796
2012-01-11 10:30:00,15.3036
2012-01-12 10:30:00,13.521601
2012-01-13 10:30:00,13.5108
2012-01-14 10:30:00,12.895201
2012-01-15 10:30:00,13.0248
2012-01-16 10:30:00,17.5716
2012-01-17 10:30:00,16.038
2012-01-18 10:30:00,15.7572
2012-01-19 10:30:00,13.2732
2012-01-20 10:30:00,14.526
2012-01-21 10:30:00,13.77
2012-01-22 10:30:00,14.1372
2012-01-23 10:30:00,12.3336
2012-01-24 10:30:00,14.374801
2012-01-25 10:30:00,15.368401
2012-01-26 10:30:00,15.0228
2012-01-27 10:30:00,15.0228
2012-01-28 10:30:00,15.7572
2012-01-29 10:30:00,13.888801
2012-01-30 10:30:00,12.906
2012-01-31 10:30:00,13.554
2012-02-01 10:30:00,13.402801
2012-02-02 10:30:00,16.2756
2012-02-03 10:30:00,13.7268
2012-02-04 10:30:00,13.5432005
2012-02-05 10:30:00,15.7896
2012-02-06 10:30:00,13.629601
2012-02-07 10:30:00,14.6124
2012-02-08 10:30:00,13.6836
2012-02-09 10:30:00,17.9928
2012-02-10 10:30:00,15.400801
2012-02-11 10:30:00,15.314401
2012-02-12 10:30:00,15.627601
2012-02-13 10:30:00,14.31
2012-02-14 10:30:00,12.6576
2012-02-15 10:30:00,13.208401
2012-02-16 10:30:00,14.234401
2012-02-17 10:30:00,14.234401
2012-02-18 10:30:00,14.2992
2012-02-19 10:30:00,14.2992
2012-02-20 10:30:00,12.1068
2012-02-21 10:30:00,14.968801
2012-02-22 10:30:00,13.834801
2012-02-23 10:30:00,14.5368
2012-02-24 10:30:00,13.7592
2012-02-25 10:30:00,13.3596
2012-02-26 10:30:00,13.975201
2012-02-27 10:30:00,14.947201
2012-02-28 10:30:00,15.033601
2012-02-29 10:30:00,14.4504
2012-03-01 10:30:00,13.6188
2012-03-02 10:30:00,13.7376
2012-03-03 10:30:00,14.1912
2012-03-04 10:30:00,15.768001
2012-03-05 10:30:00,20.1852
2012-03-06 10:30:00,15.0984
2012-03-07 10:30:00,18.0792
2012-03-08 10:30:00,14.472
2012-03-09 10:30:00,14.374801
2012-03-10 10:30:00,16.6968
2012-03-11 10:30:00,14.5692005
2012-03-12 10:30:00,15.984
2012-03-13 10:30:00,14.9256
2012-03-14 10:30:00,15.1956005
2012-03-15 10:30:00,18.1008
2012-03-16 10:30:00,15.7896
2012-03-17 10:30:00,14.1372
2012-03-18 10:30:00,15.1308
2012-03-19 10:30:00,14.860801
2012-03-20 10:30:00,17.658
2012-03-21 10:30:00,17.01
2012-03-22 10:30:00,17.712
2012-03-23 10:30:00,20.5524
2012-03-24 10:30:00,16.718401
2012-03-25 10:30:00,16.1028
2012-03-26 10:30:00,19.2672
2012-03-27 10:30:00,16.8804
2012-03-28 10:30:00,20.4228
2012-03-29 10:30:00,21.276001
2012-03-30 10:30:00,21.6972
