time,lrad
2012-01-01 10:30:00,13.035601
2012-01-02 10:30:00,14.029201
2012-01-03 10:30:00,14.8392
2012-01-04 10:30:00,15.336
2012-01-05 10:30:00,15.908401
2012-01-06 10:30:00,13.5864
2012-01-07 10:30:00,12.1176
2012-01-08 10:30:00,12.366
2012-01-09 10:30:00,13.8456
2012-01-10 10:30:00,14.493601
2012-01-11 10:30:00,13.4568
2012-01-12 10:30:00,14.9796
2012-01-13 10:30:00,14.202001
2012-01-14 10:30:00,14.288401
2012-01-15 10:30:00,13.7916
2012-01-16 10:30:00,13.381201
2012-01-17 10:30:00,13.1004
2012-01-18 10:30:00,12.8844
2012-01-19 10:30:00,13.8564005
2012-01-20 10:30:00,11.8044
2012-01-21 10:30:00,11.6532
2012-01-22 10:30:00,11.5668
2012-01-23 10:30:00,11.9448
2012-01-24 10:30:00,11.869201
2012-01-25 10:30:00,11.988
2012-01-26 10:30:00,11.9016
2012-01-27 10:30:00,11.5452
2012-01-28 10:30:00,11.8908
2012-01-29 10:30:00,11.329201
2012-01-30 10:30:00,10.8648
2012-01-31 10:30:00,11.6208
2012-02-01 10:30:00,12.3876
2012-02-02 10:30:00,13.802401
2012-02-03 10:30:00,13.435201
2012-02-04 10:30:00,14.7096
2012-02-05 10:30:00,13.834801
2012-02-06 10:30:00,11.9664
2012-02-07 10:30:00,12.5064
2012-02-08 10:30:00,15.033601
2012-02-09 10:30:00,13.208401
2012-02-10 10:30:00,12.2904005
2012-02-11 10:30:00,12.690001
2012-02-12 10:30:00,13.7916
2012-02-13 10:30:00,13.446
2012-02-14 10:30:00,12.906
2012-02-15 10:30:00,12.808801
2012-02-16 10:30:00,12.4524
2012-02-17 10:30:00,12.5928
2012-02-18 10:30:00,13.4784
2012-02-19 10:30:00,13.0464
2012-02-20 10:30:00,12.1932
2012-02-21 10:30:00,13.716001
2012-02-22 10:30:00,13.9104
2012-02-23 10:30:00,14.3316
2012-02-24 10:30:00,13.446
2012-02-25 10:30:00,13.381201
2012-02-26 10:30:00,13.8456
2012-02-27 10:30:00,14.947201
2012-02-28 10:30:00,14.364
2012-02-29 10:30:00,14.234401
2012-03-01 10:30:00,13.3056
2012-03-02 10:30:00,13.2192
2012-03-03 10:30:00,14.58
2012-03-04 10:30:00,16.2108
2012-03-05 10:30:00,17.8848
2012-03-06 10:30:00,14.655601
2012-03-07 10:30:00,18.630001
2012-03-08 10:30:00,15.8436
2012-03-09 10:30:00,14.04
2012-03-10 10:30:00,16.4484
2012-03-11 10:30:00,17.2476
2012-03-12 10:30:00,16.038
2012-03-13 10:30:00,14.806801
2012-03-14 10:30:00,14.8932
2012-03-15 10:30:00,17.3016
2012-03-16 10:30:00,15.714001
2012-03-17 10:30:00,14.364
2012-03-18 10:30:00,14.320801
2012-03-19 10:30:00,14.3964
2012-03-20 10:30:00,17.118
2012-03-21 10:30:00,16.1784
2012-03-22 10:30:00,17.658
2012-03-23 10:30:00,21.9564
2012-03-24 10:30:00,16.3944
2012-03-25 10:30:00,15.994801
2012-03-26 10:30:00,19.386
2012-03-27 10:30:00,16.6212
2012-03-28 10:30:00,19.5912
2012-03-29 10:30:00,19.396801
2012-03-30 10:30:00,21.114
2012-03-31 10:30:00,17.3664
2012-04-01 10:30:00,16.902
2012-04-02 10:30:00,18.802801
2012-04-03 10:30:00,18.7272
2012-04-04 10:30:00,19.8288
2012-04-05 10:30:00,16.3836
2012-04-06 10:30:00,16.9128
2012-04-07 10:30:00,19.8288
2012-04-08 10:30:00,18.9864
2012-04-09 10:30:00,19.7532
2012-04-10 10:30:00,19.2348
2012-04-11 10:30:00,21.006
2012-04-12 10:30:00,18.1872
2012-04-13 10:30:00,18.316801
2012-04-14 10:30:00,23.4144
2012-04-15 10:30:00,17.830801
2012-04-16 10:30:00,17.830801
2012-04-17 10:30:00,21.1464
2012-04-18 10:30:00,24.3756
2012-04-19 10:30:00,25.8552
2012-04-20 10:30:00,18.7164
2012-04-21 10:30:00,25.0344
2012-04-22 10:30:00,21.8808
2012-04-23 10:30:00,26.1576
2012-04-24 10:30:00,26.9136
2012-04-25 10:30:00,17.5392
2012-04-26 10:30:00,20.228401
2012-04-27 10:30:00,22.1508
2012-04-28 10:30:00,19.148401
2012-04-29 10:30:00,21.4272
2012-04-30 10:30:00,20.1528
2012-05-01 10:30:00,21.0708
2012-05-02 10:30:00,20.919601
2012-05-03 10:30:00,21.9888
2012-05-04 10:30:00,19.774801
2012-05-05 10:30:00,21.1248
2012-05-06 10:30:00,22.5828
2012-05-07 10:30:00,23.2416
2012-05-08 10:30:00,23.7492
2012-05-09 10:30:00,24.948
2012-05-10 10:30:00,21.9456
2012-05-11 10:30:00,27.54
2012-05-12 10:30:00,27.1404
2012-05-13 10:30:00,22.8096
2012-05-14 10:30:00,23.187601
2012-05-15 10:30:00,24.9372
2012-05-16 10:30:00,22.453201
2012-05-17 10:30:00,23.986801
2012-05-18 10:30:00,23.328001
2012-05-19 10:30:00,19.6776
2012-05-20 10:30:00,21.7296
2012-05-21 10:30:00,27.702002
2012-05-22 10:30:00,22.658401
2012-05-23 10:30:00,20.714401
2012-05-24 10:30:00,22.9932
2012-05-25 10:30:00,22.626001
2012-05-26 10:30:00,20.293201
2012-05-27 10:30:00,21.794401
2012-05-28 10:30:00,24.516
2012-05-29 10:30:00,25.477201
2012-05-30 10:30:00,20.0016
2012-05-31 10:30:00,22.0212
2012-06-01 10:30:00,25.7148
2012-06-02 10:30:00,27.7992
2012-06-03 10:30:00,26.622
2012-06-04 10:30:00,27.885601
2012-06-05 10:30:00,23.7492
2012-06-06 10:30:00,28.7712
2012-06-07 10:30:00,25.412401
2012-06-08 10:30:00,24.580801
2012-06-09 10:30:00,27.486
2012-06-10 10:30:00,25.693201
2012-06-11 10:30:00,26.19
2012-06-12 10:30:00,27.464401
2012-06-13 10:30:00,29.592001
2012-06-14 10:30:00,30.0132
2012-06-15 10:30:00,28.3824
2012-06-16 10:30:00,25.0776
2012-06-17 10:30:00,25.0776
2012-06-18 10:30:00,24.6996
2012-06-19 10:30:00,24.138
2012-06-20 10:30:00,24.57
2012-06-21 10:30:00,25.3152
2012-06-22 10:30:00,25.6284
2012-06-23 10:30:00,28.339201
2012-06-24 10:30:00,31.9356
2012-06-25 10:30:00,29.7432
2012-06-26 10:30:00,27.7668
2012-06-27 10:30:00,30.888
2012-06-28 10:30:00,31.255201
2012-06-29 10:30:00,27.0
2012-06-30 10:30:00,24.440401
2012-07-01 10:30:00,29.6352
2012-07-02 10:30:00,29.9808
2012-07-03 10:30:00,27.4752
2012-07-04 10:30:00,25.4016
2012-07-05 10:30:00,27.183601
2012-07-06 10:30:00,24.7644
2012-07-07 10:30:00,25.7688
2012-07-08 10:30:00,28.7064
2012-07-09 10:30:00,28.5552
2012-07-10 10:30:00,29.440802
2012-07-11 10:30:00,31.881601
2012-07-12 10:30:00,29.6028
2012-07-13 10:30:00,24.9156
2012-07-14 10:30:00,25.5636
2012-07-15 10:30:00,25.4232
2012-07-16 10:30:00,24.03
2012-07-17 10:30:00,25.023602
2012-07-18 10:30:00,26.8488
2012-07-19 10:30:00,27.0
2012-07-20 10:30:00,30.6396
2012-07-21 10:30:00,29.3868
2012-07-22 10:30:00,28.3932
2012-07-23 10:30:00,25.0884
2012-07-24 10:30:00,25.790401
2012-07-25 10:30:00,29.926802
2012-07-26 10:30:00,27.982801
2012-07-27 10:30:00,25.0452
2012-07-28 10:30:00,31.633202
2012-07-29 10:30:00,31.3848
2012-07-30 10:30:00,24.2892
2012-07-31 10:30:00,23.4468
2012-08-01 10:30:00,25.693201
2012-08-02 10:30:00,25.239601
2012-08-03 10:30:00,28.2096
2012-08-04 10:30:00,24.786001
2012-08-05 10:30:00,23.8356
2012-08-06 10:30:00,24.224401
2012-08-07 10:30:00,25.7688
2012-08-08 10:30:00,23.770802
2012-08-09 10:30:00,21.999601
2012-08-10 10:30:00,25.509602
2012-08-11 10:30:00,28.058401
2012-08-12 10:30:00,23.155201
2012-08-13 10:30:00,23.5224
2012-08-14 10:30:00,27.8964
2012-08-15 10:30:00,22.7448
2012-08-16 10:30:00,24.0948
2012-08-17 10:30:00,31.6116
2012-08-18 10:30:00,21.7404
