time,lrad
2012-01-01 10:30:00,12.949201
2012-01-02 10:30:00,14.5692005
2012-01-03 10:30:00,13.748401
2012-01-04 10:30:00,13.003201
2012-01-05 10:30:00,13.4244
2012-01-06 10:30:00,12.258
2012-01-07 10:30:00,12.582001
2012-01-08 10:30:00,12.8412
2012-01-09 10:30:00,13.2408
2012-01-10 10:30:00,13.629601
2012-01-11 10:30:00,13.7052
2012-01-12 10:30:00,13.932
2012-01-13 10:30:00,13.6836
2012-01-14 10:30:00,13.2732
2012-01-15 10:30:00,13.316401
2012-01-16 10:30:00,13.035601
2012-01-17 10:30:00,13.003201
2012-01-18 10:30:00,12.9168005
2012-01-19 10:30:00,14.1372
2012-01-20 10:30:00,12.4848
2012-01-21 10:30:00,12.009601
2012-01-22 10:30:00,12.6576
2012-01-23 10:30:00,12.808801
2012-01-24 10:30:00,12.322801
2012-01-25 10:30:00,12.1392
2012-01-26 10:30:00,12.182401
2012-01-27 10:30:00,11.9664
2012-01-28 10:30:00,12.3336
2012-01-29 10:30:00,11.696401
2012-01-30 10:30:00,11.5776005
2012-01-31 10:30:00,11.5344
2012-02-01 10:30:00,12.1176
2012-02-02 10:30:00,12.776401
2012-02-03 10:30:00,13.2192
2012-02-04 10:30:00,13.888801
2012-02-05 10:30:00,14.1264
2012-02-06 10:30:00,13.003201
2012-02-07 10:30:00,12.7008
2012-02-08 10:30:00,14.320801
2012-02-09 10:30:00,14.1696005
2012-02-10 10:30:00,13.262401
2012-02-11 10:30:00,13.1436
2012-02-12 10:30:00,15.39
2012-02-13 10:30:00,13.77
2012-02-14 10:30:00,13.294801
2012-02-15 10:30:00,13.1112
2012-02-16 10:30:00,12.9924
2012-02-17 10:30:00,13.2300005
2012-02-18 10:30:00,13.8672
2012-02-19 10:30:00,13.716001
2012-02-20 10:30:00,12.949201
2012-02-21 10:30:00,14.1048
2012-02-22 10:30:00,14.3964
2012-02-23 10:30:00,15.012
2012-02-24 10:30:00,14.5584
2012-02-25 10:30:00,13.932
2012-02-26 10:30:00,14.7636
2012-02-27 10:30:00,16.437601
2012-02-28 10:30:00,14.6664
2012-02-29 10:30:00,15.0984
2012-03-01 10:30:00,14.094001
2012-03-02 10:30:00,14.04
2012-03-03 10:30:00,14.5044
2012-03-04 10:30:00,16.156801
2012-03-05 10:30:00,20.4552
2012-03-06 10:30:00,15.433201
2012-03-07 10:30:00,18.0144
2012-03-08 10:30:00,13.888801
2012-03-09 10:30:00,14.8392
2012-03-10 10:30:00,17.582401
2012-03-11 10:30:00,14.634001
2012-03-12 10:30:00,14.828401
2012-03-13 10:30:00,15.2496
2012-03-14 10:30:00,16.3404
2012-03-15 10:30:00,18.8784
2012-03-16 10:30:00,16.3836
2012-03-17 10:30:00,14.9364
2012-03-18 10:30:00,15.552
2012-03-19 10:30:00,15.4656
2012-03-20 10:30:00,17.409601
2012-03-21 10:30:00,16.7292
2012-03-22 10:30:00,17.6472
2012-03-23 10:30:00,22.8636
2012-03-24 10:30:00,16.923601
2012-03-25 10:30:00,16.416
2012-03-26 10:30:00,19.0512
2012-03-27 10:30:00,16.7076
2012-03-28 10:30:00,20.606401
2012-03-29 10:30:00,23.868
2012-03-30 10:30:00,16.470001
2012-03-31 10:30:00,16.4916
