	87	107494	108787	290	-1	-1	1	-1	1
	86	108788	110268	322	-1	-1	1	-1	1
	85	110269	110593	238	-1	-1	1	-1	1
	84	110594	110665	-1	-1	-1	1	-1	1
	83	110666	110906	234	-1	-1	1	-1	1
	82	110907	111726	-1	-1	-1	1	-1	1
	81	111727	112085	238	-1	-1	1	-1	1
	80	112086	112392	234	-1	-1	1	-1	1
	79	112393	113722	291	-1	-1	1	-1	1
	78	113723	114055	305	-1	-1	1	-1	1
	77	114056	114273	226	-1	-1	1	-1	1
	76	114274	114313	340	-1	-1	1	-1	1
	75	114314	114721	301	-1	-1	1	-1	1
	74	114722	114756	229	-1	-1	1	-1	1
	73	114757	114927	228	-1	-1	1	-1	1
	72	114928	115107	275	-1	-1	1	-1	1
	71	115108	115234	226	-1	-1	1	-1	1
	70	115235	115814	314	-1	-1	1	-1	1
	69	115815	117331	301	-1	-1	1	-1	1
	68	117332	117861	347	-1	-1	1	-1	1
	67	117862	118100	228	-1	-1	1	-1	1
	66	118101	118134	249	-1	-1	1	-1	1
	65	118135	118146	227	-1	-1	1	-1	1
	64	118147	118263	309	-1	-1	1	-1	1
	63	118264	118506	-1	-1	-1	1	-1	1
	62	118507	118806	243	-1	-1	1	-1	1
	61	118807	118908	263	-1	-1	1	-1	1
	60	118909	119130	313	-1	-1	1	-1	1
	59	119131	119386	338	-1	-1	1	-1	1
	58	119387	119440	327	-1	-1	1	-1	1
	57	119441	119670	227	-1	-1	1	-1	1
	56	119671	119798	-1	-1	-1	1	-1	1
	55	119799	120036	239	-1	-1	1	-1	1
	54	120037	120593	260	-1	-1	1	-1	1
	53	120594	120660	236	-1	-1	1	-1	1
	52	120661	120784	241	-1	-1	1	-1	1
	51	120785	121152	239	-1	-1	1	-1	1
	50	121153	121482	288	-1	-1	1	-1	1
	49	121483	121988	-1	-1	-1	1	-1	1
	48	121989	122531	293	-1	-1	1	-1	1
	47	122532	122644	225	-1	-1	1	-1	1
	46	122645	123233	260	-1	-1	1	-1	1
	45	123234	123574	236	-1	-1	1	-1	1
	44	123575	124351	292	-1	-1	1	-1	1
	43	124352	124771	-1	-1	-1	1	-1	1
	42	124772	124883	231	-1	-1	1	-1	1
	41	124884	125088	225	-1	-1	1	-1	1
	40	125089	125165	246	-1	-1	1	-1	1
	39	125166	125453	231	-1	-1	1	-1	1
	38	125454	125921	246	-1	-1	1	-1	1
	37	125922	125997	244	-1	-1	1	-1	1
	36	125998	126579	-1	-1	-1	1	-1	1
	35	126580	126845	259	-1	-1	1	-1	1
	34	126846	127278	-1	-1	-1	1	-1	1
	33	127279	127439	251	-1	-1	1	-1	1
	32	127440	127803	267	-1	-1	1	-1	1
	31	127804	128242	244	-1	-1	1	-1	1
	30	128243	128414	247	-1	-1	1	-1	1
	29	128415	130472	334	-1	-1	1	-1	1
	28	130473	130761	232	-1	-1	1	-1	1
	27	130762	132009	288	-1	-1	1	-1	1
	26	132010	132019	242	-1	-1	1	-1	1
	25	132020	132883	-1	-1	-1	1	-1	1
	24	132884	133281	242	-1	-1	1	-1	1
	23	133282	133779	251	-1	-1	1	-1	1
	22	133780	134360	298	-1	-1	1	-1	1
	21	134361	134423	232	-1	-1	1	-1	1
	20	134424	135966	311	-1	-1	1	-1	1
	19	135967	136417	-1	-1	-1	1	-1	1
	18	136418	136708	-1	-1	-1	1	-1	1
	17	136709	137697	281	-1	-1	1	-1	1
	16	137698	137867	277	-1	-1	1	-1	1
	15	137868	138478	-1	-1	-1	1	-1	1
	14	138479	139185	267	-1	-1	1	-1	1
	13	139186	139498	-1	-1	-1	1	-1	1
	12	139499	140251	-1	-1	-1	1	-1	1
	11	140252	140409	221	-1	-1	1	-1	1
	10	140410	140649	-1	-1	-1	1	-1	1
	9	140650	140871	-1	-1	-1	1	-1	1
	8	140872	141063	-1	-1	-1	1	-1	1
	7	141064	141152	-1	-1	-1	1	-1	1
	6	141153	141256	221	-1	-1	1	-1	1
	5	141257	141594	-1	-1	-1	1	-1	1
	4	141595	141613	-1	-1	-1	1	-1	1
	3	141614	141800	-1	-1	-1	1	-1	1
	2	141801	141963	-1	-1	-1	1	-1	1
	1	141964	141989	-1	-1	-1	1	-1	1
	0	141990	141998	-1	-1	-1	1	-1	1
