time,prec
2012-01-01 10:30:00,0.0
2012-01-02 10:30:00,0.0324
2012-01-03 10:30:00,0.0108
2012-01-04 10:30:00,0.0108
2012-01-05 10:30:00,0.0108
2012-01-06 10:30:00,0.0
2012-01-07 10:30:00,0.0
2012-01-08 10:30:00,0.0
2012-01-09 10:30:00,0.39960003
2012-01-10 10:30:00,0.79920006
2012-01-11 10:30:00,0.0108
2012-01-12 10:30:00,0.0
2012-01-13 10:30:00,0.0216
2012-01-14 10:30:00,0.0
2012-01-15 10:30:00,0.162
2012-01-16 10:30:00,0.0
2012-01-17 10:30:00,0.0
2012-01-18 10:30:00,0.0
2012-01-19 10:30:00,0.0432
2012-01-20 10:30:00,0.0
2012-01-21 10:30:00,0.0
2012-01-22 10:30:00,0.0
2012-01-23 10:30:00,0.0
2012-01-24 10:30:00,0.0
2012-01-25 10:30:00,0.0
2012-01-26 10:30:00,0.0
2012-01-27 10:30:00,0.0
2012-01-28 10:30:00,0.0108
2012-01-29 10:30:00,0.0
2012-01-30 10:30:00,0.0
2012-01-31 10:30:00,0.0
2012-02-01 10:30:00,0.0
2012-02-02 10:30:00,0.0108
2012-02-03 10:30:00,0.053999998
2012-02-04 10:30:00,0.0
2012-02-05 10:30:00,0.0
2012-02-06 10:30:00,0.0216
2012-02-07 10:30:00,0.0
2012-02-08 10:30:00,0.053999998
2012-02-09 10:30:00,0.0108
2012-02-10 10:30:00,0.0108
2012-02-11 10:30:00,0.0
2012-02-12 10:30:00,0.0
2012-02-13 10:30:00,0.14039999
2012-02-14 10:30:00,0.0216
2012-02-15 10:30:00,0.0108
2012-02-16 10:30:00,0.0
2012-02-17 10:30:00,0.0
2012-02-18 10:30:00,0.0108
2012-02-19 10:30:00,0.0216
2012-02-20 10:30:00,0.0
2012-02-21 10:30:00,0.0108
2012-02-22 10:30:00,0.0
2012-02-23 10:30:00,0.0
2012-02-24 10:30:00,0.0324
2012-02-25 10:30:00,0.0216
2012-02-26 10:30:00,0.0324
2012-02-27 10:30:00,0.0
2012-02-28 10:30:00,0.0
2012-02-29 10:30:00,0.0
2012-03-01 10:30:00,0.0
2012-03-02 10:30:00,0.0
2012-03-03 10:30:00,0.0
2012-03-04 10:30:00,0.72360003
2012-03-05 10:30:00,3.3912
2012-03-06 10:30:00,0.053999998
2012-03-07 10:30:00,0.053999998
2012-03-08 10:30:00,0.0216
2012-03-09 10:30:00,0.0108
2012-03-10 10:30:00,0.2376
2012-03-11 10:30:00,0.0216
2012-03-12 10:30:00,0.0
2012-03-13 10:30:00,0.0
2012-03-14 10:30:00,0.0
2012-03-15 10:30:00,1.6848001
2012-03-16 10:30:00,0.4644
2012-03-17 10:30:00,0.0108
2012-03-18 10:30:00,0.0
2012-03-19 10:30:00,0.0
2012-03-20 10:30:00,0.0
2012-03-21 10:30:00,0.162
2012-03-22 10:30:00,0.0
2012-03-23 10:30:00,1.1556
2012-03-24 10:30:00,0.0432
2012-03-25 10:30:00,0.0
2012-03-26 10:30:00,0.0216
2012-03-27 10:30:00,0.0
2012-03-28 10:30:00,0.0
2012-03-29 10:30:00,2.6676
2012-03-30 10:30:00,0.6156
2012-03-31 10:30:00,0.43199998
2012-04-01 10:30:00,0.0
2012-04-02 10:30:00,0.0
2012-04-03 10:30:00,0.0108
2012-04-04 10:30:00,0.12959999
2012-04-05 10:30:00,0.0108
2012-04-06 10:30:00,0.0
2012-04-07 10:30:00,0.0
2012-04-08 10:30:00,0.1512
2012-04-09 10:30:00,0.0432
2012-04-10 10:30:00,0.0108
2012-04-11 10:30:00,0.0
2012-04-12 10:30:00,0.0756
2012-04-13 10:30:00,0.0
2012-04-14 10:30:00,0.0108
2012-04-15 10:30:00,0.0
2012-04-16 10:30:00,0.0
2012-04-17 10:30:00,0.0
2012-04-18 10:30:00,0.0
2012-04-19 10:30:00,0.96119994
2012-04-20 10:30:00,0.0108
2012-04-21 10:30:00,0.0108
2012-04-22 10:30:00,0.0
2012-04-23 10:30:00,1.7172
2012-04-24 10:30:00,0.19440001
2012-04-25 10:30:00,0.0864
2012-04-26 10:30:00,0.0
2012-04-27 10:30:00,0.26999998
2012-04-28 10:30:00,0.2268
2012-04-29 10:30:00,0.0756
2012-04-30 10:30:00,0.0324
2012-05-01 10:30:00,0.0
2012-05-02 10:30:00,0.0
2012-05-03 10:30:00,0.0
2012-05-04 10:30:00,0.107999995
2012-05-05 10:30:00,0.0
2012-05-06 10:30:00,0.0
2012-05-07 10:30:00,0.0
2012-05-08 10:30:00,0.0
2012-05-09 10:30:00,0.0
2012-05-10 10:30:00,0.0108
2012-05-11 10:30:00,0.0432
2012-05-12 10:30:00,8.0352
2012-05-13 10:30:00,8.694
2012-05-14 10:30:00,0.19440001
2012-05-15 10:30:00,4.1471996
2012-05-16 10:30:00,4.4172
2012-05-17 10:30:00,0.0
2012-05-18 10:30:00,0.0
2012-05-19 10:30:00,0.0
2012-05-20 10:30:00,0.0
2012-05-21 10:30:00,0.0
2012-05-22 10:30:00,1.9116
2012-05-23 10:30:00,0.0108
2012-05-24 10:30:00,0.0108
2012-05-25 10:30:00,1.674
2012-05-26 10:30:00,0.0648
2012-05-27 10:30:00,0.0
2012-05-28 10:30:00,0.0
2012-05-29 10:30:00,1.5120001
2012-05-30 10:30:00,1.2204
2012-05-31 10:30:00,1.1772
2012-06-01 10:30:00,3.7043998
2012-06-02 10:30:00,0.36720002
2012-06-03 10:30:00,0.41039997
2012-06-04 10:30:00,1.2852
2012-06-05 10:30:00,0.0
2012-06-06 10:30:00,4.158
2012-06-07 10:30:00,1.7279999
2012-06-08 10:30:00,0.43200004
2012-06-09 10:30:00,0.55079997
2012-06-10 10:30:00,0.0
2012-06-11 10:30:00,22.0644
2012-06-12 10:30:00,7.7652
2012-06-13 10:30:00,6.6744
2012-06-14 10:30:00,4.2228003
2012-06-15 10:30:00,9.622801
2012-06-16 10:30:00,5.6376
2012-06-17 10:30:00,2.6676
2012-06-18 10:30:00,0.053999998
2012-06-19 10:30:00,0.0216
2012-06-20 10:30:00,0.053999998
2012-06-21 10:30:00,0.0756
2012-06-22 10:30:00,0.29160002
2012-06-23 10:30:00,0.6156
2012-06-24 10:30:00,3.0132
2012-06-25 10:30:00,0.594
2012-06-26 10:30:00,0.3564
2012-06-27 10:30:00,4.482
2012-06-28 10:30:00,4.9032
2012-06-29 10:30:00,12.8412
2012-06-30 10:30:00,0.7128
2012-07-01 10:30:00,41.8176
2012-07-02 10:30:00,9.7092
2012-07-03 10:30:00,1.0368
2012-07-04 10:30:00,0.73440003
2012-07-05 10:30:00,0.20519999
2012-07-06 10:30:00,0.053999998
2012-07-07 10:30:00,0.0108
2012-07-08 10:30:00,8.1972
2012-07-09 10:30:00,0.0324
2012-07-10 10:30:00,6.7283998
2012-07-11 10:30:00,13.0032
2012-07-12 10:30:00,0.3132
2012-07-13 10:30:00,0.0648
2012-07-14 10:30:00,0.107999995
2012-07-15 10:30:00,0.14039999
2012-07-16 10:30:00,0.0
2012-07-17 10:30:00,0.0
2012-07-18 10:30:00,0.19439998
2012-07-19 10:30:00,0.39960003
2012-07-20 10:30:00,1.7604
2012-07-21 10:30:00,17.6796
2012-07-22 10:30:00,34.4628
2012-07-23 10:30:00,0.0
2012-07-24 10:30:00,6.9768004
2012-07-25 10:30:00,6.3936005
2012-07-26 10:30:00,0.52919996
2012-07-27 10:30:00,0.27
2012-07-28 10:30:00,51.105602
2012-07-29 10:30:00,20.8116
2012-07-30 10:30:00,2.322
2012-07-31 10:30:00,0.0108
2012-08-01 10:30:00,0.0324
2012-08-02 10:30:00,0.28079998
2012-08-03 10:30:00,0.0216
2012-08-04 10:30:00,0.0108
2012-08-05 10:30:00,0.0
2012-08-06 10:30:00,0.0
2012-08-07 10:30:00,0.87479997
2012-08-08 10:30:00,1.404
2012-08-09 10:30:00,0.0
2012-08-10 10:30:00,1.5767999
2012-08-11 10:30:00,0.20519999
2012-08-12 10:30:00,0.20519999
2012-08-13 10:30:00,0.0
2012-08-14 10:30:00,0.0
2012-08-15 10:30:00,0.0
2012-08-16 10:30:00,0.0
2012-08-17 10:30:00,0.09719999
2012-08-18 10:30:00,0.0
2012-08-19 10:30:00,0.0
2012-08-20 10:30:00,0.097200006
2012-08-21 10:30:00,0.09719999
2012-08-22 10:30:00,0.0
2012-08-23 10:30:00,0.0
2012-08-24 10:30:00,0.0
2012-08-25 10:30:00,0.0324
2012-08-26 10:30:00,0.0
2012-08-27 10:30:00,0.0324
2012-08-28 10:30:00,0.2268
2012-08-29 10:30:00,0.053999998
2012-08-30 10:30:00,0.0
2012-08-31 10:30:00,0.0
2012-09-01 10:30:00,3.4883997
2012-09-02 10:30:00,18.198
2012-09-03 10:30:00,0.1296
2012-09-04 10:30:00,0.0
2012-09-05 10:30:00,1.2528
2012-09-06 10:30:00,0.0
2012-09-07 10:30:00,0.0432
2012-09-08 10:30:00,0.0
2012-09-09 10:30:00,0.0108
2012-09-10 10:30:00,11.2428
2012-09-11 10:30:00,27.972
2012-09-12 10:30:00,4.9032
2012-09-13 10:30:00,2.1383998
2012-09-14 10:30:00,0.0
2012-09-15 10:30:00,0.0
2012-09-16 10:30:00,0.0
2012-09-17 10:30:00,0.0
2012-09-18 10:30:00,0.0
2012-09-19 10:30:00,0.0216
2012-09-20 10:30:00,0.0
2012-09-21 10:30:00,0.053999998
2012-09-22 10:30:00,0.4536
2012-09-23 10:30:00,0.0108
2012-09-24 10:30:00,0.0
2012-09-25 10:30:00,6.7283998
2012-09-26 10:30:00,0.0
2012-09-27 10:30:00,16.1136
2012-09-28 10:30:00,1.0583999
2012-09-29 10:30:00,0.0
2012-09-30 10:30:00,0.0
2012-10-01 10:30:00,0.0
2012-10-02 10:30:00,0.2592
2012-10-03 10:30:00,2.538
2012-10-04 10:30:00,0.2484
2012-10-05 10:30:00,0.0
2012-10-06 10:30:00,0.0
2012-10-07 10:30:00,0.0
2012-10-08 10:30:00,0.486
2012-10-09 10:30:00,3.0456
2012-10-10 10:30:00,0.0108
2012-10-11 10:30:00,0.0
2012-10-12 10:30:00,4.6224
2012-10-13 10:30:00,0.9072
2012-10-14 10:30:00,0.0432
2012-10-15 10:30:00,1.2636
2012-10-16 10:30:00,10.8
2012-10-17 10:30:00,0.0
2012-10-18 10:30:00,0.0
2012-10-19 10:30:00,0.0
2012-10-20 10:30:00,0.0
2012-10-21 10:30:00,0.0
2012-10-22 10:30:00,0.0
2012-10-23 10:30:00,0.0
2012-10-24 10:30:00,0.0324
2012-10-25 10:30:00,0.0
2012-10-26 10:30:00,0.0
2012-10-27 10:30:00,0.1188
2012-10-28 10:30:00,0.0
2012-10-29 10:30:00,0.0
2012-10-30 10:30:00,0.0
2012-10-31 10:30:00,0.0
2012-11-01 10:30:00,0.0
2012-11-02 10:30:00,0.0216
2012-11-03 10:30:00,0.0432
2012-11-04 10:30:00,0.053999998
2012-11-05 10:30:00,0.0
2012-11-06 10:30:00,0.0
2012-11-07 10:30:00,0.0
2012-11-08 10:30:00,0.0
2012-11-09 10:30:00,0.0
2012-11-10 10:30:00,0.0216
2012-11-11 10:30:00,1.2096
2012-11-12 10:30:00,2.1492
2012-11-13 10:30:00,0.2268
2012-11-14 10:30:00,0.0216
2012-11-15 10:30:00,0.0
2012-11-16 10:30:00,0.0
2012-11-17 10:30:00,0.0216
2012-11-18 10:30:00,3.5747998
2012-11-19 10:30:00,0.0
2012-11-20 10:30:00,0.0
2012-11-21 10:30:00,0.0
2012-11-22 10:30:00,0.0
2012-11-23 10:30:00,0.0
2012-11-24 10:30:00,0.0
2012-11-25 10:30:00,0.0
2012-11-26 10:30:00,0.0
2012-11-27 10:30:00,1.5444
2012-11-28 10:30:00,0.0
2012-11-29 10:30:00,0.0
2012-11-30 10:30:00,0.0
2012-12-01 10:30:00,0.594
2012-12-02 10:30:00,0.6372
2012-12-03 10:30:00,0.0
2012-12-04 10:30:00,0.0
2012-12-05 10:30:00,0.0
2012-12-06 10:30:00,0.0
2012-12-07 10:30:00,0.0
2012-12-08 10:30:00,0.73440003
2012-12-09 10:30:00,0.9828
2012-12-10 10:30:00,0.0
2012-12-11 10:30:00,0.0
2012-12-12 10:30:00,0.0108
2012-12-13 10:30:00,0.0
2012-12-14 10:30:00,0.6588
2012-12-15 10:30:00,1.8576
2012-12-16 10:30:00,0.0
2012-12-17 10:30:00,0.0
2012-12-18 10:30:00,0.0
2012-12-19 10:30:00,0.0
2012-12-20 10:30:00,0.4428
2012-12-21 10:30:00,0.0
2012-12-22 10:30:00,0.0
2012-12-23 10:30:00,0.0
2012-12-24 10:30:00,0.0432
2012-12-25 10:30:00,0.0
2012-12-26 10:30:00,0.0
2012-12-27 10:30:00,0.0
2012-12-28 10:30:00,2.6136
2012-12-29 10:30:00,1.404
2012-12-30 10:30:00,0.0
2012-12-31 10:30:00,0.0432
2013-01-01 10:30:00,0.0324
2013-01-02 10:30:00,0.0
2013-01-03 10:30:00,0.0
2013-01-04 10:30:00,0.0
2013-01-05 10:30:00,0.0
2013-01-06 10:30:00,0.0108
2013-01-07 10:30:00,0.0
2013-01-08 10:30:00,0.0
2013-01-09 10:30:00,0.0
2013-01-10 10:30:00,0.0
2013-01-11 10:30:00,0.0756
2013-01-12 10:30:00,0.2376
2013-01-13 10:30:00,0.1512
2013-01-14 10:30:00,0.0
2013-01-15 10:30:00,0.0756
2013-01-16 10:30:00,0.0
2013-01-17 10:30:00,0.0
2013-01-18 10:30:00,0.0216
2013-01-19 10:30:00,0.0
2013-01-20 10:30:00,0.1728
2013-01-21 10:30:00,0.0
2013-01-22 10:30:00,0.0
2013-01-23 10:30:00,0.6804
2013-01-24 10:30:00,0.0648
2013-01-25 10:30:00,0.0
2013-01-26 10:30:00,0.0
2013-01-27 10:30:00,0.0216
2013-01-28 10:30:00,0.0108
2013-01-29 10:30:00,0.107999995
2013-01-30 10:30:00,0.2268
2013-01-31 10:30:00,2.214
2013-02-01 10:30:00,0.0
2013-02-02 10:30:00,0.0
2013-02-03 10:30:00,0.4428
2013-02-04 10:30:00,0.0
2013-02-05 10:30:00,0.0324
2013-02-06 10:30:00,0.053999998
2013-02-07 10:30:00,0.0
2013-02-08 10:30:00,0.0
2013-02-09 10:30:00,0.0
2013-02-10 10:30:00,0.0
2013-02-11 10:30:00,0.0
2013-02-12 10:30:00,0.0
2013-02-13 10:30:00,0.0
2013-02-14 10:30:00,0.0108
2013-02-15 10:30:00,0.0
2013-02-16 10:30:00,0.0108
2013-02-17 10:30:00,0.0648
2013-02-18 10:30:00,0.0216
2013-02-19 10:30:00,0.0216
2013-02-20 10:30:00,0.0
2013-02-21 10:30:00,0.0
2013-02-22 10:30:00,0.0108
2013-02-23 10:30:00,0.0
2013-02-24 10:30:00,0.0
2013-02-25 10:30:00,0.918
2013-02-26 10:30:00,0.486
2013-02-27 10:30:00,0.0216
2013-02-28 10:30:00,8.1
2013-03-01 10:30:00,0.0108
2013-03-02 10:30:00,0.0
2013-03-03 10:30:00,0.0
2013-03-04 10:30:00,0.0
2013-03-05 10:30:00,0.0
2013-03-06 10:30:00,0.0
2013-03-07 10:30:00,0.0
2013-03-08 10:30:00,4.7412
2013-03-09 10:30:00,1.7495999
2013-03-10 10:30:00,0.0
2013-03-11 10:30:00,0.0
2013-03-12 10:30:00,0.0
2013-03-13 10:30:00,0.0
2013-03-14 10:30:00,0.0
2013-03-15 10:30:00,0.0
2013-03-16 10:30:00,0.0
2013-03-17 10:30:00,0.6048
2013-03-18 10:30:00,0.0108
2013-03-19 10:30:00,0.0216
2013-03-20 10:30:00,0.0
2013-03-21 10:30:00,0.0
2013-03-22 10:30:00,0.0
2013-03-23 10:30:00,0.0
2013-03-24 10:30:00,0.0108
2013-03-25 10:30:00,0.0
2013-03-26 10:30:00,0.53999996
2013-03-27 10:30:00,0.0108
2013-03-28 10:30:00,0.053999998
2013-03-29 10:30:00,0.0216
2013-03-30 10:30:00,0.0
2013-03-31 10:30:00,0.0
2013-04-01 10:30:00,0.0
2013-04-02 10:30:00,0.0
2013-04-03 10:30:00,0.0
2013-04-04 10:30:00,0.0
2013-04-05 10:30:00,0.2268
2013-04-06 10:30:00,0.0
2013-04-07 10:30:00,0.0
2013-04-08 10:30:00,0.162
2013-04-09 10:30:00,0.0
2013-04-10 10:30:00,0.0108
2013-04-11 10:30:00,0.2376
2013-04-12 10:30:00,0.10800001
2013-04-13 10:30:00,0.36720002
2013-04-14 10:30:00,0.0108
2013-04-15 10:30:00,0.0
2013-04-16 10:30:00,0.0
2013-04-17 10:30:00,0.0
2013-04-18 10:30:00,0.0216
2013-04-19 10:30:00,0.0
2013-04-20 10:30:00,0.0
2013-04-21 10:30:00,0.0
2013-04-22 10:30:00,0.2484
2013-04-23 10:30:00,0.0
2013-04-24 10:30:00,2.214
2013-04-25 10:30:00,4.0824
2013-04-26 10:30:00,0.0
2013-04-27 10:30:00,0.1296
2013-04-28 10:30:00,11.8368
2013-04-29 10:30:00,17.928
2013-04-30 10:30:00,0.0648
2013-05-01 10:30:00,0.0216
2013-05-02 10:30:00,0.0216
2013-05-03 10:30:00,0.0
2013-05-04 10:30:00,0.0
2013-05-05 10:30:00,0.0
2013-05-06 10:30:00,0.0
2013-05-07 10:30:00,0.0
2013-05-08 10:30:00,0.0108
2013-05-09 10:30:00,0.4536
2013-05-10 10:30:00,0.2916
2013-05-11 10:30:00,0.2592
2013-05-12 10:30:00,0.42119998
2013-05-13 10:30:00,0.6696
2013-05-14 10:30:00,14.644799
2013-05-15 10:30:00,0.43199998
2013-05-16 10:30:00,0.0
2013-05-17 10:30:00,0.0864
2013-05-18 10:30:00,0.0
2013-05-19 10:30:00,4.05
2013-05-20 10:30:00,0.5616
2013-05-21 10:30:00,1.3068
2013-05-22 10:30:00,0.0
2013-05-23 10:30:00,0.107999995
2013-05-24 10:30:00,0.0
2013-05-25 10:30:00,0.0
2013-05-26 10:30:00,0.0
2013-05-27 10:30:00,4.0716
2013-05-28 10:30:00,0.0108
2013-05-29 10:30:00,0.064799994
2013-05-30 10:30:00,0.0
2013-05-31 10:30:00,0.0
2013-06-01 10:30:00,0.053999998
2013-06-02 10:30:00,0.9504
2013-06-03 10:30:00,1.9764001
2013-06-04 10:30:00,0.1512
2013-06-05 10:30:00,0.0
2013-06-06 10:30:00,3.1211998
2013-06-07 10:30:00,0.6156
2013-06-08 10:30:00,5.4864
2013-06-09 10:30:00,0.85319996
2013-06-10 10:30:00,0.0
2013-06-11 10:30:00,4.1256
2013-06-12 10:30:00,3.1643999
2013-06-13 10:30:00,0.4752
2013-06-14 10:30:00,10.0872
2013-06-15 10:30:00,4.3092003
2013-06-16 10:30:00,0.053999998
2013-06-17 10:30:00,1.7063999
2013-06-18 10:30:00,1.5983999
2013-06-19 10:30:00,3.0132
2013-06-20 10:30:00,0.36720002
2013-06-21 10:30:00,0.4536
2013-06-22 10:30:00,0.0324
2013-06-23 10:30:00,0.0
2013-06-24 10:30:00,0.053999998
2013-06-25 10:30:00,4.2012
2013-06-26 10:30:00,9.277201
2013-06-27 10:30:00,15.768001
2013-06-28 10:30:00,0.0
2013-06-29 10:30:00,59.8104
2013-06-30 10:30:00,10.519199
2013-07-01 10:30:00,3.5747998
2013-07-02 10:30:00,12.3552
2013-07-03 10:30:00,9.8064
2013-07-04 10:30:00,3.8988001
2013-07-05 10:30:00,0.0
2013-07-06 10:30:00,0.5184
2013-07-07 10:30:00,0.6804
2013-07-08 10:30:00,3.7043998
2013-07-09 10:30:00,1.4363999
2013-07-10 10:30:00,0.0
2013-07-11 10:30:00,0.0648
2013-07-12 10:30:00,0.0
2013-07-13 10:30:00,0.0108
2013-07-14 10:30:00,0.097200006
2013-07-15 10:30:00,42.400803
2013-07-16 10:30:00,0.0
2013-07-17 10:30:00,0.0
2013-07-18 10:30:00,1.6308
2013-07-19 10:30:00,9.2016
2013-07-20 10:30:00,0.0
2013-07-21 10:30:00,0.0
2013-07-22 10:30:00,17.4312
2013-07-23 10:30:00,9.342
2013-07-24 10:30:00,6.4368
2013-07-25 10:30:00,0.0108
2013-07-26 10:30:00,0.0324
2013-07-27 10:30:00,7.722
2013-07-28 10:30:00,1.1448
2013-07-29 10:30:00,5.2272
2013-07-30 10:30:00,10.994399
2013-07-31 10:30:00,3.2724001
2013-08-01 10:30:00,54.4212
2013-08-02 10:30:00,2.9268
2013-08-03 10:30:00,6.318
2013-08-04 10:30:00,1.2636
2013-08-05 10:30:00,5.5404
2013-08-06 10:30:00,1.4147999
2013-08-07 10:30:00,0.36720002
2013-08-08 10:30:00,0.3024
2013-08-09 10:30:00,0.0
2013-08-10 10:30:00,0.0
2013-08-11 10:30:00,15.055201
2013-08-12 10:30:00,40.9968
2013-08-13 10:30:00,0.0
2013-08-14 10:30:00,0.09719999
2013-08-15 10:30:00,0.1512
2013-08-16 10:30:00,4.9572
2013-08-17 10:30:00,9.190801
2013-08-18 10:30:00,1.6848001
2013-08-19 10:30:00,0.053999998
2013-08-20 10:30:00,0.6048
2013-08-21 10:30:00,7.452
2013-08-22 10:30:00,4.4064
2013-08-23 10:30:00,0.39959997
2013-08-24 10:30:00,0.0
2013-08-25 10:30:00,3.1536002
2013-08-26 10:30:00,0.0
2013-08-27 10:30:00,0.9072
2013-08-28 10:30:00,14.5584
2013-08-29 10:30:00,0.28079998
2013-08-30 10:30:00,4.2660003
2013-08-31 10:30:00,2.7863998
2013-09-01 10:30:00,7.83
2013-09-02 10:30:00,1.6847999
2013-09-03 10:30:00,0.0648
2013-09-04 10:30:00,0.107999995
2013-09-05 10:30:00,1.5983999
2013-09-06 10:30:00,11.0484
2013-09-07 10:30:00,0.14039999
2013-09-08 10:30:00,0.0
2013-09-09 10:30:00,6.1019998
2013-09-10 10:30:00,0.0108
2013-09-11 10:30:00,0.0648
2013-09-12 10:30:00,0.0108
2013-09-13 10:30:00,4.7844
2013-09-14 10:30:00,0.0
2013-09-15 10:30:00,0.0
2013-09-16 10:30:00,0.0
2013-09-17 10:30:00,0.0432
2013-09-18 10:30:00,6.9551997
2013-09-19 10:30:00,6.1559997
2013-09-20 10:30:00,0.0
2013-09-21 10:30:00,0.0
2013-09-22 10:30:00,1.1772
2013-09-23 10:30:00,0.73440003
2013-09-24 10:30:00,0.0108
2013-09-25 10:30:00,0.0
2013-09-26 10:30:00,0.0
2013-09-27 10:30:00,0.0
2013-09-28 10:30:00,0.0
2013-09-29 10:30:00,0.0
2013-09-30 10:30:00,1.1556
2013-10-01 10:30:00,0.0324
2013-10-02 10:30:00,0.0
2013-10-03 10:30:00,0.0
2013-10-04 10:30:00,0.0
2013-10-05 10:30:00,0.0
2013-10-06 10:30:00,0.37800002
2013-10-07 10:30:00,0.0
2013-10-08 10:30:00,0.053999998
2013-10-09 10:30:00,2.754
2013-10-10 10:30:00,8.748
2013-10-11 10:30:00,0.0648
2013-10-12 10:30:00,0.0
2013-10-13 10:30:00,0.9396
2013-10-14 10:30:00,0.0
2013-10-15 10:30:00,0.0
2013-10-16 10:30:00,0.0
2013-10-17 10:30:00,0.0
2013-10-18 10:30:00,0.0
2013-10-19 10:30:00,0.0324
2013-10-20 10:30:00,0.0
