time,rhum
2012-07-12 10:30:00,0.80847496
2012-07-13 10:30:00,0.6811
2012-07-14 10:30:00,0.64687496
2012-07-15 10:30:00,0.69472504
2012-07-16 10:30:00,0.6501
2012-07-17 10:30:00,0.5941
2012-07-18 10:30:00,0.74065
2012-07-19 10:30:00,0.7026125
2012-07-20 10:30:00,0.74521244
2012-07-21 10:30:00,0.83846253
2012-07-22 10:30:00,0.867675
2012-07-23 10:30:00,0.645625
2012-07-24 10:30:00,0.7497
2012-07-25 10:30:00,0.73529994
2012-07-26 10:30:00,0.69914997
2012-07-27 10:30:00,0.68331254
2012-07-28 10:30:00,0.8357875
2012-07-29 10:30:00,0.82011247
2012-07-30 10:30:00,0.77339995
2012-07-31 10:30:00,0.70516247
2012-08-01 10:30:00,0.763425
2012-08-02 10:30:00,0.80209994
2012-08-03 10:30:00,0.82583743
2012-08-04 10:30:00,0.77935
2012-08-05 10:30:00,0.7009125
2012-08-06 10:30:00,0.69654995
2012-08-07 10:30:00,0.6732375
2012-08-08 10:30:00,0.64525
2012-08-09 10:30:00,0.582725
2012-08-10 10:30:00,0.71559995
2012-08-11 10:30:00,0.6941125
2012-08-12 10:30:00,0.62755
2012-08-13 10:30:00,0.57505
2012-08-14 10:30:00,0.7418125
2012-08-15 10:30:00,0.6568625
2012-08-16 10:30:00,0.57436246
2012-08-17 10:30:00,0.70845
2012-08-18 10:30:00,0.6218375
2012-08-19 10:30:00,0.59255
2012-08-20 10:30:00,0.6147125
2012-08-21 10:30:00,0.62088746
2012-08-22 10:30:00,0.4449625
2012-08-23 10:30:00,0.505725
2012-08-24 10:30:00,0.643525
2012-08-25 10:30:00,0.64776254
2012-08-26 10:30:00,0.6312125
2012-08-27 10:30:00,0.73784995
2012-08-28 10:30:00,0.598075
2012-08-29 10:30:00,0.52288747
2012-08-30 10:30:00,0.5869875
2012-08-31 10:30:00,0.615725
2012-09-01 10:30:00,0.5485
2012-09-02 10:30:00,0.8903499
2012-09-03 10:30:00,0.77907497
2012-09-04 10:30:00,0.79812497
2012-09-05 10:30:00,0.624675
2012-09-06 10:30:00,0.5700375
2012-09-07 10:30:00,0.6550125
2012-09-08 10:30:00,0.721025
2012-09-09 10:30:00,0.64098746
2012-09-10 10:30:00,0.642725
2012-09-11 10:30:00,0.90627503
2012-09-12 10:30:00,0.7773375
2012-09-13 10:30:00,0.68302494
2012-09-14 10:30:00,0.6077875
2012-09-15 10:30:00,0.6323125
2012-09-16 10:30:00,0.6469125
2012-09-17 10:30:00,0.60655
2012-09-18 10:30:00,0.6462875
2012-09-19 10:30:00,0.711725
2012-09-20 10:30:00,0.49048752
2012-09-21 10:30:00,0.615875
2012-09-22 10:30:00,0.7422875
2012-09-23 10:30:00,0.7266625
2012-09-24 10:30:00,0.65379995
2012-09-25 10:30:00,0.8612125
2012-09-26 10:30:00,0.54885
2012-09-27 10:30:00,0.834225
2012-09-28 10:30:00,0.52169997
2012-09-29 10:30:00,0.58615
2012-09-30 10:30:00,0.61246246
2012-10-01 10:30:00,0.5733375
2012-10-02 10:30:00,0.60033745
2012-10-03 10:30:00,0.8739125
2012-10-04 10:30:00,0.537525
2012-10-05 10:30:00,0.529075
2012-10-06 10:30:00,0.59279996
2012-10-07 10:30:00,0.62698746
2012-10-08 10:30:00,0.6051875
2012-10-09 10:30:00,0.52472496
2012-10-10 10:30:00,0.5080625
2012-10-11 10:30:00,0.5796625
2012-10-12 10:30:00,0.61232495
2012-10-13 10:30:00,0.619375
2012-10-14 10:30:00,0.5366125
2012-10-15 10:30:00,0.64897496
2012-10-16 10:30:00,0.787275
2012-10-17 10:30:00,0.5504625
2012-10-18 10:30:00,0.48811248
2012-10-19 10:30:00,0.4395875
2012-10-20 10:30:00,0.3975875
2012-10-21 10:30:00,0.54455
2012-10-22 10:30:00,0.6012375
2012-10-23 10:30:00,0.63135
2012-10-24 10:30:00,0.541875
2012-10-25 10:30:00,0.597825
2012-10-26 10:30:00,0.55447495
2012-10-27 10:30:00,0.396475
2012-10-28 10:30:00,0.402075
2012-10-29 10:30:00,0.4598875
2012-10-30 10:30:00,0.64955
2012-10-31 10:30:00,0.5950625
2012-11-01 10:30:00,0.54595
2012-11-02 10:30:00,0.457925
2012-11-03 10:30:00,0.6173875
2012-11-04 10:30:00,0.78139997
2012-11-05 10:30:00,0.72816247
2012-11-06 10:30:00,0.661875
2012-11-07 10:30:00,0.573525
2012-11-08 10:30:00,0.56408745
2012-11-09 10:30:00,0.59634995
2012-11-10 10:30:00,0.686725
2012-11-11 10:30:00,0.6853
2012-11-12 10:30:00,0.52467495
2012-11-13 10:30:00,0.585875
2012-11-14 10:30:00,0.560825
2012-11-15 10:30:00,0.483125
2012-11-16 10:30:00,0.53596246
2012-11-17 10:30:00,0.54099995
2012-11-18 10:30:00,0.76551247
2012-11-19 10:30:00,0.5709375
2012-11-20 10:30:00,0.5875
2012-11-21 10:30:00,0.57025
2012-11-22 10:30:00,0.57278746
2012-11-23 10:30:00,0.56803745
2012-11-24 10:30:00,0.67705
2012-11-25 10:30:00,0.5694875
2012-11-26 10:30:00,0.5502
2012-11-27 10:30:00,0.6889125
2012-11-28 10:30:00,0.58998746
2012-11-29 10:30:00,0.5079875
2012-11-30 10:30:00,0.43841252
2012-12-01 10:30:00,0.5726875
2012-12-02 10:30:00,0.6618875
2012-12-03 10:30:00,0.506625
2012-12-04 10:30:00,0.51572496
2012-12-05 10:30:00,0.4492125
2012-12-06 10:30:00,0.41775
2012-12-07 10:30:00,0.47096252
2012-12-08 10:30:00,0.46263748
2012-12-09 10:30:00,0.5712125
2012-12-10 10:30:00,0.58792496
2012-12-11 10:30:00,0.6221625
2012-12-12 10:30:00,0.6626375
2012-12-13 10:30:00,0.51717496
2012-12-14 10:30:00,0.5958125
2012-12-15 10:30:00,0.6737625
2012-12-16 10:30:00,0.5796875
2012-12-17 10:30:00,0.50565
2012-12-18 10:30:00,0.533175
2012-12-19 10:30:00,0.4960625
2012-12-20 10:30:00,0.5316875
2012-12-21 10:30:00,0.4743375
2012-12-22 10:30:00,0.42323747
2012-12-23 10:30:00,0.4491875
2012-12-24 10:30:00,0.44413748
2012-12-25 10:30:00,0.416725
2012-12-26 10:30:00,0.5067125
2012-12-27 10:30:00,0.5874625
2012-12-28 10:30:00,0.6723875
2012-12-29 10:30:00,0.5621625
2012-12-30 10:30:00,0.49092498
2012-12-31 10:30:00,0.58134997
2013-01-01 10:30:00,0.41357496
2013-01-02 10:30:00,0.451225
2013-01-03 10:30:00,0.40537497
2013-01-04 10:30:00,0.41802502
2013-01-05 10:30:00,0.46925
2013-01-06 10:30:00,0.63656247
2013-01-07 10:30:00,0.48162496
2013-01-08 10:30:00,0.4580875
2013-01-09 10:30:00,0.5227875
2013-01-10 10:30:00,0.65526253
2013-01-11 10:30:00,0.648775
2013-01-12 10:30:00,0.58945
2013-01-13 10:30:00,0.64636254
2013-01-14 10:30:00,0.61912495
2013-01-15 10:30:00,0.6724375
2013-01-16 10:30:00,0.5074125
2013-01-17 10:30:00,0.5259625
2013-01-18 10:30:00,0.590025
2013-01-19 10:30:00,0.680975
2013-01-20 10:30:00,0.6906875
2013-01-21 10:30:00,0.62853754
2013-01-22 10:30:00,0.62263745
2013-01-23 10:30:00,0.5854875
2013-01-24 10:30:00,0.39464998
2013-01-25 10:30:00,0.44904998
2013-01-26 10:30:00,0.568475
2013-01-27 10:30:00,0.6302625
2013-01-28 10:30:00,0.703225
2013-01-29 10:30:00,0.68160003
2013-01-30 10:30:00,0.74332505
2013-01-31 10:30:00,0.65495
2013-02-01 10:30:00,0.3957875
2013-02-02 10:30:00,0.4639875
2013-02-03 10:30:00,0.65701246
2013-02-04 10:30:00,0.521225
2013-02-05 10:30:00,0.50576246
2013-02-06 10:30:00,0.40701246
2013-02-07 10:30:00,0.4044875
2013-02-08 10:30:00,0.43695
2013-02-09 10:30:00,0.4294375
2013-02-10 10:30:00,0.4375875
2013-02-11 10:30:00,0.51825
2013-02-12 10:30:00,0.51498747
2013-02-13 10:30:00,0.4719875
2013-02-14 10:30:00,0.48616248
2013-02-15 10:30:00,0.58642495
2013-02-16 10:30:00,0.558975
2013-02-17 10:30:00,0.4122875
2013-02-18 10:30:00,0.34412497
2013-02-19 10:30:00,0.3885625
2013-02-20 10:30:00,0.3516625
2013-02-21 10:30:00,0.4253125
2013-02-22 10:30:00,0.4185625
2013-02-23 10:30:00,0.290425
2013-02-24 10:30:00,0.42288747
2013-02-25 10:30:00,0.54330003
2013-02-26 10:30:00,0.6421499
2013-02-27 10:30:00,0.42268747
2013-02-28 10:30:00,0.6183125
2013-03-01 10:30:00,0.344825
2013-03-02 10:30:00,0.5408875
2013-03-03 10:30:00,0.4565
2013-03-04 10:30:00,0.5169375
2013-03-05 10:30:00,0.48153746
2013-03-06 10:30:00,0.3832125
2013-03-07 10:30:00,0.2966125
2013-03-08 10:30:00,0.515125
2013-03-09 10:30:00,0.618075
2013-03-10 10:30:00,0.6137125
2013-03-11 10:30:00,0.5233625
2013-03-12 10:30:00,0.3723875
2013-03-13 10:30:00,0.4443
2013-03-14 10:30:00,0.4905625
2013-03-15 10:30:00,0.58535
2013-03-16 10:30:00,0.3828625
2013-03-17 10:30:00,0.285925
2013-03-18 10:30:00,0.331175
2013-03-19 10:30:00,0.29709998
2013-03-20 10:30:00,0.39830002
2013-03-21 10:30:00,0.3359125
2013-03-22 10:30:00,0.363925
2013-03-23 10:30:00,0.35993746
2013-03-24 10:30:00,0.39909998
2013-03-25 10:30:00,0.3952375
2013-03-26 10:30:00,0.3399375
2013-03-27 10:30:00,0.4089125
2013-03-28 10:30:00,0.3962875
2013-03-29 10:30:00,0.38303748
2013-03-30 10:30:00,0.3423875
2013-03-31 10:30:00,0.3175625
2013-04-01 10:30:00,0.327825
2013-04-02 10:30:00,0.27601248
2013-04-03 10:30:00,0.30715
2013-04-04 10:30:00,0.4163
2013-04-05 10:30:00,0.5304125
2013-04-06 10:30:00,0.3661875
2013-04-07 10:30:00,0.39146248
2013-04-08 10:30:00,0.54685
2013-04-09 10:30:00,0.3451
2013-04-10 10:30:00,0.38845
2013-04-11 10:30:00,0.4127125
2013-04-12 10:30:00,0.3396625
2013-04-13 10:30:00,0.2716625
2013-04-14 10:30:00,0.2585625
2013-04-15 10:30:00,0.2592
2013-04-16 10:30:00,0.2817375
2013-04-17 10:30:00,0.273375
2013-04-18 10:30:00,0.32838747
2013-04-19 10:30:00,0.29626247
2013-04-20 10:30:00,0.2899625
2013-04-21 10:30:00,0.33444998
2013-04-22 10:30:00,0.42853752
2013-04-23 10:30:00,0.40417498
2013-04-24 10:30:00,0.5116625
2013-04-25 10:30:00,0.69013745
2013-04-26 10:30:00,0.40506253
2013-04-27 10:30:00,0.3857625
2013-04-28 10:30:00,0.62334996
2013-04-29 10:30:00,0.7422875
2013-04-30 10:30:00,0.68012506
2013-05-01 10:30:00,0.6497625
2013-05-02 10:30:00,0.626075
2013-05-03 10:30:00,0.44033748
2013-05-04 10:30:00,0.307825
2013-05-05 10:30:00,0.34721252
2013-05-06 10:30:00,0.4251125
2013-05-07 10:30:00,0.26105
2013-05-08 10:30:00,0.464075
2013-05-09 10:30:00,0.41881248
2013-05-10 10:30:00,0.2898875
2013-05-11 10:30:00,0.61448747
2013-05-12 10:30:00,0.66870004
2013-05-13 10:30:00,0.6380375
2013-05-14 10:30:00,0.77402496
2013-05-15 10:30:00,0.619775
2013-05-16 10:30:00,0.45544997
2013-05-17 10:30:00,0.49371248
2013-05-18 10:30:00,0.2905375
2013-05-19 10:30:00,0.42203748
2013-05-20 10:30:00,0.396925
2013-05-21 10:30:00,0.5852375
2013-05-22 10:30:00,0.3575
2013-05-23 10:30:00,0.34677497
2013-05-24 10:30:00,0.346375
2013-05-25 10:30:00,0.36781248
2013-05-26 10:30:00,0.45493746
2013-05-27 10:30:00,0.63664997
2013-05-28 10:30:00,0.4612625
2013-05-29 10:30:00,0.35134998
2013-05-30 10:30:00,0.43776247
2013-05-31 10:30:00,0.36764997
2013-06-01 10:30:00,0.361175
2013-06-02 10:30:00,0.535025
2013-06-03 10:30:00,0.7808875
2013-06-04 10:30:00,0.6504
2013-06-05 10:30:00,0.6053625
2013-06-06 10:30:00,0.90498745
2013-06-07 10:30:00,0.6637625
2013-06-08 10:30:00,0.72912496
2013-06-09 10:30:00,0.7579125
2013-06-10 10:30:00,0.63612497
2013-06-11 10:30:00,0.6995625
2013-06-12 10:30:00,0.72307503
2013-06-13 10:30:00,0.62093747
2013-06-14 10:30:00,0.6385
2013-06-15 10:30:00,0.62436247
2013-06-16 10:30:00,0.681275
2013-06-17 10:30:00,0.64154994
2013-06-18 10:30:00,0.626575
2013-06-19 10:30:00,0.6673874
2013-06-20 10:30:00,0.6943
2013-06-21 10:30:00,0.648625
2013-06-22 10:30:00,0.61241245
2013-06-23 10:30:00,0.633925
2013-06-24 10:30:00,0.6279375
2013-06-25 10:30:00,0.7457875
2013-06-26 10:30:00,0.932125
2013-06-27 10:30:00,0.92496246
2013-06-28 10:30:00,0.6603125
2013-06-29 10:30:00,0.9168125
2013-06-30 10:30:00,0.93202496
2013-07-01 10:30:00,0.7877375
2013-07-02 10:30:00,0.8131125
2013-07-03 10:30:00,0.66905
2013-07-04 10:30:00,0.6528125
2013-07-05 10:30:00,0.6073
2013-07-06 10:30:00,0.7430124
2013-07-07 10:30:00,0.67595
2013-07-08 10:30:00,0.7142375
2013-07-09 10:30:00,0.66318744
2013-07-10 10:30:00,0.48982498
2013-07-11 10:30:00,0.66415
2013-07-12 10:30:00,0.7623125
2013-07-13 10:30:00,0.685325
2013-07-14 10:30:00,0.701925
2013-07-15 10:30:00,0.8947875
2013-07-16 10:30:00,0.611575
2013-07-17 10:30:00,0.7367875
2013-07-18 10:30:00,0.86681247
2013-07-19 10:30:00,0.80724996
2013-07-20 10:30:00,0.66128755
2013-07-21 10:30:00,0.6772875
2013-07-22 10:30:00,0.81308746
2013-07-23 10:30:00,0.82146245
2013-07-24 10:30:00,0.789475
2013-07-25 10:30:00,0.746575
2013-07-26 10:30:00,0.7726875
2013-07-27 10:30:00,0.8886875
2013-07-28 10:30:00,0.65905
2013-07-29 10:30:00,0.81262493
2013-07-30 10:30:00,0.759075
2013-07-31 10:30:00,0.8649375
2013-08-01 10:30:00,0.8336125
2013-08-02 10:30:00,0.8849875
2013-08-03 10:30:00,0.8096374
2013-08-04 10:30:00,0.814075
2013-08-05 10:30:00,0.7896375
2013-08-06 10:30:00,0.80845
2013-08-07 10:30:00,0.7064875
2013-08-08 10:30:00,0.65857494
2013-08-09 10:30:00,0.67209995
2013-08-10 10:30:00,0.670175
2013-08-11 10:30:00,0.734325
2013-08-12 10:30:00,0.74230003
2013-08-13 10:30:00,0.637125
2013-08-14 10:30:00,0.5909625
2013-08-15 10:30:00,0.65651244
2013-08-16 10:30:00,0.88857496
2013-08-17 10:30:00,0.7399375
2013-08-18 10:30:00,0.692975
2013-08-19 10:30:00,0.7327375
2013-08-20 10:30:00,0.6823124
2013-08-21 10:30:00,0.84787494
2013-08-22 10:30:00,0.691675
2013-08-23 10:30:00,0.68705
2013-08-24 10:30:00,0.631275
2013-08-25 10:30:00,0.7623125
2013-08-26 10:30:00,0.71402496
2013-08-27 10:30:00,0.71637493
2013-08-28 10:30:00,0.82544994
2013-08-29 10:30:00,0.7066
2013-08-30 10:30:00,0.7261875
2013-08-31 10:30:00,0.78372496
2013-09-01 10:30:00,0.7702
2013-09-02 10:30:00,0.74684995
2013-09-03 10:30:00,0.6934125
2013-09-04 10:30:00,0.71577495
2013-09-05 10:30:00,0.7644625
2013-09-06 10:30:00,0.9084625
2013-09-07 10:30:00,0.66996247
2013-09-08 10:30:00,0.672925
2013-09-09 10:30:00,0.78467494
2013-09-10 10:30:00,0.6074375
2013-09-11 10:30:00,0.62931246
2013-09-12 10:30:00,0.711575
2013-09-13 10:30:00,0.748475
2013-09-14 10:30:00,0.4196625
2013-09-15 10:30:00,0.5503875
2013-09-16 10:30:00,0.4921375
2013-09-17 10:30:00,0.6568875
2013-09-18 10:30:00,0.59075
2013-09-19 10:30:00,0.6040125
2013-09-20 10:30:00,0.68832505
2013-09-21 10:30:00,0.717425
2013-09-22 10:30:00,0.5148
2013-09-23 10:30:00,0.46596247
2013-09-24 10:30:00,0.51217496
2013-09-25 10:30:00,0.5074375
2013-09-26 10:30:00,0.48628747
2013-09-27 10:30:00,0.4579
2013-09-28 10:30:00,0.48573747
2013-09-29 10:30:00,0.47893748
2013-09-30 10:30:00,0.47564998
2013-10-01 10:30:00,0.36386248
2013-10-02 10:30:00,0.3807625
2013-10-03 10:30:00,0.4145
2013-10-04 10:30:00,0.376425
2013-10-05 10:30:00,0.33119997
2013-10-06 10:30:00,0.41455
2013-10-07 10:30:00,0.4023125
2013-10-08 10:30:00,0.3293
2013-10-09 10:30:00,0.4437
2013-10-10 10:30:00,0.87662494
2013-10-11 10:30:00,0.666475
2013-10-12 10:30:00,0.5116875
2013-10-13 10:30:00,0.546075
2013-10-14 10:30:00,0.38794997
2013-10-15 10:30:00,0.46151248
2013-10-16 10:30:00,0.52236253
2013-10-17 10:30:00,0.5005125
2013-10-18 10:30:00,0.5728375
2013-10-19 10:30:00,0.68756247
2013-10-20 10:30:00,0.71488744
2013-10-21 10:30:00,0.8530375
2013-10-22 10:30:00,0.7859
2013-10-23 10:30:00,0.4904
2013-10-24 10:30:00,0.7548
2013-10-25 10:30:00,0.666075
2013-10-26 10:30:00,0.723275
2013-10-27 10:30:00,0.675475
2013-10-28 10:30:00,0.67199993
2013-10-29 10:30:00,0.563475
2013-10-30 10:30:00,0.571225
2013-10-31 10:30:00,0.63726246
2013-11-01 10:30:00,0.6740625
2013-11-02 10:30:00,0.58682495
2013-11-03 10:30:00,0.58507496
2013-11-04 10:30:00,0.515625
2013-11-05 10:30:00,0.6540375
2013-11-06 10:30:00,0.57586247
2013-11-07 10:30:00,0.73933744
2013-11-08 10:30:00,0.75315
2013-11-09 10:30:00,0.38365
2013-11-10 10:30:00,0.36415
2013-11-11 10:30:00,0.52787495
2013-11-12 10:30:00,0.55055
2013-11-13 10:30:00,0.533675
2013-11-14 10:30:00,0.56115
2013-11-15 10:30:00,0.5599
2013-11-16 10:30:00,0.60601246
2013-11-17 10:30:00,0.4879375
2013-11-18 10:30:00,0.30227497
2013-11-19 10:30:00,0.2744375
2013-11-20 10:30:00,0.5098375
2013-11-21 10:30:00,0.5773625
2013-11-22 10:30:00,0.586575
2013-11-23 10:30:00,0.55081254
2013-11-24 10:30:00,0.4411
2013-11-25 10:30:00,0.4486
2013-11-26 10:30:00,0.46711248
2013-11-27 10:30:00,0.391825
2013-11-28 10:30:00,0.42861247
2013-11-29 10:30:00,0.43353748
2013-11-30 10:30:00,0.384025
2013-12-01 10:30:00,0.41452497
2013-12-02 10:30:00,0.55412495
2013-12-03 10:30:00,0.5232125
2013-12-04 10:30:00,0.43131247
2013-12-05 10:30:00,0.4613375
2013-12-06 10:30:00,0.5120375
2013-12-07 10:30:00,0.653125
2013-12-08 10:30:00,0.7617
2013-12-09 10:30:00,0.63432497
2013-12-10 10:30:00,0.682675
2013-12-11 10:30:00,0.6639625
2013-12-12 10:30:00,0.459375
2013-12-13 10:30:00,0.4335875
2013-12-14 10:30:00,0.507075
2013-12-15 10:30:00,0.66375
2013-12-16 10:30:00,0.77105004
2013-12-17 10:30:00,0.711225
2013-12-18 10:30:00,0.7426999
2013-12-19 10:30:00,0.7186875
2013-12-20 10:30:00,0.5788125
2013-12-21 10:30:00,0.662225
2013-12-22 10:30:00,0.58725
2013-12-23 10:30:00,0.6915125
2013-12-24 10:30:00,0.6653375
2013-12-25 10:30:00,0.745475
2013-12-26 10:30:00,0.58115
2013-12-27 10:30:00,0.5893625
2013-12-28 10:30:00,0.5154875
2013-12-29 10:30:00,0.5699875
2013-12-30 10:30:00,0.6246625
2013-12-31 10:30:00,0.51086247
2014-01-01 10:30:00,0.40307498
2014-01-02 10:30:00,0.48886248
2014-01-03 10:30:00,0.54728746
2014-01-04 10:30:00,0.6667875
2014-01-05 10:30:00,0.64995
2014-01-06 10:30:00,0.53064996
2014-01-07 10:30:00,0.4475625
2014-01-08 10:30:00,0.43089998
2014-01-09 10:30:00,0.46456248
2014-01-10 10:30:00,0.51124996
2014-01-11 10:30:00,0.3931375
2014-01-12 10:30:00,0.3687875
2014-01-13 10:30:00,0.4703625
2014-01-14 10:30:00,0.57665
2014-01-15 10:30:00,0.6332375
2014-01-16 10:30:00,0.60152495
2014-01-17 10:30:00,0.55206245
