time,wx001,wx002,wx003,wx004,wx005,wx006,wx007,wx008,wx009,wx010,wx011,wx012,wx013,wx014,wx015,wx016,wx017,wx018,wx019,wx020,wx021,wx022,wx023,wx024,wx025,wx026,wx027,wx028,wx029,wx030,wx031,wx032,wx033,wx034,wx035,wx036,wx037,wx038,wx039,wx040,wx041,wx042,wx043,wx044,wx045,wx046,wx047,wx048,wx049,wx050,wx051,wx052,wx053,wx054,wx055,wx056,wx057,wx058,wx059,wx060,wx061,wx062,wx063,wx064,wx065,wx066,wx067,wx068,wx069,wx070,wx071,wx072,wx073,wx074,wx075,wx076,wx077,wx078,wx079,wx080,wx081,wx082,wx083,wx084,wx085,wx086,wx087,wx088,wx089,wx090,wx091,wx092,wx093,wx094,wx095,wx096,wx097,wx098,wx099,wx100,wx101,wx102,wx103,wx104,wx105,wx106,wx107,wx108,wx109,wx110,wx111,wx112,wx113,wx114,wx115,wx116,wx117,wx118,wx119,wx120,wx121,wx122,wx123,wx124,wx125,wx126,wx127,wx128,wx129,wx130,wx131,wx132,wx133,wx134,wx135,wx136,wx137,wx138,wx139,wx140,wx141,wx142,wx143,wx144,wx145,wx146,wx147,wx148,wx149,wx150,wx151,wx152,wx153,wx154,wx155,wx156,wx157,wx158,wx159,wx160,wx161,wx162,wx163,wx164,wx165,wx166,wx167,wx168,wx169,wx170,wx171,wx172,wx173,wx174,wx175,wx176,wx177,wx178,wx179,wx180,wx181,wx182,wx183,wx184,wx185,wx186,wx187,wx188,wx189,wx190,wx191,wx192,wx193,wx194,wx195,wx196,wx197,wx198,wx199,wx200,wx201,wx202,wx203,wx204,wx205,wx206,wx207,wx208,wx209,wx210,wx211,wx212,wx213,wx214,wx215,wx216,wx217,wx218,wx219,wx220,wx221,wx222,wx223,wx224,wx225,wx226,wx227,wx228,wx229,wx230,wx231,wx232,wx233,wx234,wx235,wx236,wx237,wx238,wx239,wx240,wx241,wx242,wx243,wx244,wx245,wx246,wx247,wx248,wx249,wx250,wx251,wx252,wx253,wx254,wx255,wx256,wx257,wx258,wx259,wx260,wx261,wx262,wx263,wx264,wx265,wx266,wx267,wx268,wx269,wx270,wx271,wx272,wx273,wx274,wx275,wx276,wx277,wx278,wx279,wx280,wx281,wx282,wx283,wx284,wx285,wx286,wx287,wx288,wx289,wx290,wx291,wx292,wx293,wx294,wx295,wx296,wx297,wx298,wx299,wx300,wx301,wx302,wx303,wx304,wx305,wx306,wx307,wx308,wx309,wx310,wx311,wx312,wx313,wx314,wx315,wx316,wx317,wx318,wx319,wx320,wx321,wx322,wx323,wx324,wx325,wx326,wx327,wx328,wx329,wx330,wx331,wx332,wx333,wx334,wx335,wx336,wx337,wx338,wx339,wx340,wx341,wx342,wx343,wx344,wx345,wx346,wx347,wx348,wx349,wx350,wx351,wx352,wx353,wx354,wx355,wx356,wx357,wx358,wx359,wx360,wx361,wx362,wx363,wx364,wx365,wx366,wx367,wx368,wx369,wx370,wx371,wx372,wx373,wx374,wx375,wx376,wx377,wx378,wx379,wx380,wx381,wx382,wx383,wx384,wx385,wx386,wx387,wx388,wx389,wx390,wx391,wx392,wx393,wx394,wx395,wx396,wx397,wx398,wx399,wx400,wx401,wx402,wx403,wx404,wx405,wx406,wx407,wx408,wx409,wx410,wx411,wx412,wx413,wx414,wx415,wx416,wx417,wx418,wx419,wx420,wx421,wx422,wx423,wx424,wx425,wx426,wx427,wx428,wx429,wx430,wx431,wx432,wx433,wx434,wx435,wx436,wx437,wx438,wx439,wx440,wx441,wx442,wx443,wx444,wx445,wx446,wx447,wx448
2013-01-01,-32.335327,-31.862572,-31.862572,-31.335022,-31.335022,-31.214813,-30.883116,-30.883116,-30.64041,-30.64041,-30.173353,-29.680712,-29.680712,-28.603647,-28.603647,-27.833584,-27.514135,-27.514135,-26.893742,-26.893742,-26.334126,-26.313591,-26.313591,-26.826014,-26.826014,-27.986511,-28.507679,-28.507679,-32.335327,-31.862572,-31.862572,-31.335022,-31.335022,-31.214813,-30.883116,-30.883116,-30.64041,-30.64041,-30.173353,-29.680712,-29.680712,-28.603647,-28.603647,-27.833584,-27.514135,-27.514135,-26.893742,-26.893742,-26.334126,-26.313591,-26.313591,-26.826014,-26.826014,-27.986511,-28.507679,-28.507679,-33.067703,-32.739914,-32.739914,-32.331955,-32.331955,-31.90179,-31.495686,-31.495686,-31.172056,-31.172056,-30.582762,-29.97847,-29.97847,-29.285477,-29.285477,-28.764446,-28.156631,-28.156631,-27.063103,-27.063103,-26.347433,-26.33829,-26.33829,-26.916979,-26.916979,-28.191515,-28.838778,-28.838778,-33.282784,-33.190166,-33.190166,-33.01993,-33.01993,-32.359604,-31.861341,-31.861341,-31.403109,-31.403109,-30.824917,-30.270256,-30.270256,-29.834337,-29.834337,-29.082102,-28.415424,-28.415424,-27.245602,-27.245602,-26.360935,-26.254875,-26.254875,-26.924555,-26.924555,-28.450247,-29.192,-29.192,-34.36985,-33.907093,-33.907093,-33.35217,-33.35217,-32.868103,-32.59945,-32.59945,-31.576757,-31.576757,-30.573074,-30.434826,-30.434826,-30.095081,-30.095081,-29.09747,-28.825874,-28.825874,-27.96859,-27.96859,-26.906027,-26.754585,-26.754585,-27.639868,-27.639868,-29.099474,-29.74236,-29.74236,-35.192387,-34.646896,-34.646896,-33.78972,-33.78972,-33.1978,-32.969585,-32.969585,-31.918827,-31.918827,-30.702045,-30.415651,-30.415651,-29.880981,-29.880981,-29.389776,-29.264893,-29.264893,-28.525394,-28.525394,-27.613245,-27.537725,-27.537725,-28.297585,-28.297585,-29.39655,-29.934076,-29.934076,-35.192387,-34.646896,-34.646896,-33.78972,-33.78972,-33.1978,-32.969585,-32.969585,-31.918827,-31.918827,-30.702045,-30.415651,-30.415651,-29.880981,-29.880981,-29.389776,-29.264893,-29.264893,-28.525394,-28.525394,-27.613245,-27.537725,-27.537725,-28.297585,-28.297585,-29.39655,-29.934076,-29.934076,-35.994408,-35.554565,-35.554565,-34.613155,-34.613155,-33.605236,-33.390102,-33.390102,-32.697704,-32.697704,-31.091656,-30.65635,-30.65635,-30.044367,-30.044367,-29.570293,-29.532505,-29.532505,-29.109426,-29.109426,-28.553057,-28.457561,-28.457561,-28.87125,-28.87125,-29.843796,-30.329866,-30.329866,-37.08723,-36.50938,-36.50938,-35.570026,-35.570026,-34.500553,-34.05864,-34.05864,-33.290802,-33.290802,-31.930332,-31.17884,-31.17884,-30.102234,-30.102234,-29.98131,-30.068771,-30.068771,-29.734707,-29.734707,-29.317984,-29.28361,-29.28361,-29.34466,-29.34466,-30.105318,-30.572622,-30.572622,-38.97827,-38.407547,-38.407547,-36.775394,-36.775394,-35.631947,-35.069378,-35.069378,-33.72035,-33.72035,-32.319958,-31.526148,-31.526148,-30.425938,-30.425938,-30.765944,-30.84524,-30.84524,-30.520931,-30.520931,-30.06046,-29.946606,-29.946606,-29.953846,-29.953846,-30.552505,-30.929417,-30.929417,-39.666256,-39.06118,-39.06118,-37.292118,-37.292118,-36.03876,-35.4963,-35.4963,-33.756767,-33.756767,-32.604607,-31.787823,-31.787823,-30.741274,-30.741274,-31.230555,-31.157974,-31.157974,-30.51886,-30.51886,-30.179806,-30.108177,-30.108177,-30.264471,-30.264471,-30.716753,-30.992464,-30.992464,-39.666256,-39.06118,-39.06118,-37.292118,-37.292118,-36.03876,-35.4963,-35.4963,-33.756767,-33.756767,-32.604607,-31.787823,-31.787823,-30.741274,-30.741274,-31.230555,-31.157974,-31.157974,-30.51886,-30.51886,-30.179806,-30.108177,-30.108177,-30.264471,-30.264471,-30.716753,-30.992464,-30.992464,-40.32779,-39.958538,-39.958538,-38.02502,-38.02502,-37.038406,-36.387012,-36.387012,-34.445663,-34.445663,-33.317314,-32.61895,-32.61895,-31.352585,-31.352585,-31.4634,-31.282106,-31.282106,-30.3672,-30.3672,-30.239677,-30.438948,-30.438948,-30.59266,-30.59266,-30.610237,-30.803888,-30.803888,-40.934402,-40.80177,-40.80177,-39.236347,-39.236347,-38.30181,-37.474365,-37.474365,-34.893745,-34.893745,-33.39956,-32.835827,-32.835827,-31.881855,-31.881855,-31.384617,-31.137428,-31.137428,-30.316895,-30.316895,-30.441711,-30.840908,-30.840908,-30.89982,-30.89982,-30.447222,-30.547428,-30.547428,-41.01835,-41.24084,-41.24084,-40.743675,-40.743675,-39.581924,-38.88047,-38.88047,-36.06794,-36.06794,-33.511185,-33.008045,-33.008045,-32.387157,-32.387157,-31.538183,-31.165897,-31.165897,-31.10327,-31.10327,-30.844982,-30.729706,-30.729706,-30.5129,-30.5129,-30.101774,-30.159231,-30.159231,-40.523537,-40.664757,-40.664757,-40.50356,-40.50356,-39.495354,-39.01936,-39.01936,-36.652752,-36.652752,-34.110302,-33.38799,-33.38799,-32.38541,-32.38541,-31.80775,-31.507614,-31.507614,-31.732641,-31.732641,-31.11324,-30.78199,-30.78199,-30.294838,-30.294838,-29.902115,-29.978432,-29.978432
2013-01-02,-32.334824,-31.707668,-31.707668,-30.971142,-30.971142,-30.566568,-30.229256,-30.229256,-29.947536,-29.947536,-29.418709,-28.870363,-28.870363,-27.690422,-27.690422,-26.941803,-26.679941,-26.679941,-26.238926,-26.238926,-25.898754,-25.949379,-25.949379,-26.580172,-26.580172,-28.082022,-28.939804,-28.939804,-32.334824,-31.707668,-31.707668,-30.971142,-30.971142,-30.566568,-30.229256,-30.229256,-29.947536,-29.947536,-29.418709,-28.870363,-28.870363,-27.690422,-27.690422,-26.941803,-26.679941,-26.679941,-26.238926,-26.238926,-25.898754,-25.949379,-25.949379,-26.580172,-26.580172,-28.082022,-28.939804,-28.939804,-33.245667,-32.79316,-32.79316,-32.0518,-32.0518,-31.289362,-30.845354,-30.845354,-30.444326,-30.444326,-29.754086,-29.072544,-29.072544,-28.32843,-28.32843,-27.83053,-27.262188,-27.262188,-26.324364,-26.324364,-25.765602,-25.75898,-25.75898,-26.262522,-26.262522,-27.747934,-28.632654,-28.632654,-33.60878,-33.31719,-33.31719,-32.833164,-32.833164,-31.836447,-31.18263,-31.18263,-30.605326,-30.605326,-29.892994,-29.249384,-29.249384,-28.765696,-28.765696,-28.02718,-27.404099,-27.404099,-26.401134,-26.401134,-25.600252,-25.453354,-25.453354,-25.936504,-25.936504,-27.492777,-28.402212,-28.402212,-34.85732,-34.112125,-34.112125,-33.22737,-33.22737,-32.331326,-31.849787,-31.849787,-30.610409,-30.610409,-29.358555,-29.11555,-29.11555,-28.595638,-28.595638,-27.587528,-27.409885,-27.409885,-26.75139,-26.75139,-25.755308,-25.507956,-25.507956,-26.054829,-26.054829,-27.451431,-28.208153,-28.208153,-35.764385,-35.00188,-35.00188,-33.637863,-33.637863,-32.582558,-32.184986,-32.184986,-30.878864,-30.878864,-29.327589,-28.893951,-28.893951,-28.1191,-28.1191,-27.63329,-27.551638,-27.551638,-27.02801,-27.02801,-26.156609,-25.980238,-25.980238,-26.453356,-26.453356,-27.526886,-28.145065,-28.145065,-35.764385,-35.00188,-35.00188,-33.637863,-33.637863,-32.582558,-32.184986,-32.184986,-30.878864,-30.878864,-29.327589,-28.893951,-28.893951,-28.1191,-28.1191,-27.63329,-27.551638,-27.551638,-27.02801,-27.02801,-26.156609,-25.980238,-25.980238,-26.453356,-26.453356,-27.526886,-28.145065,-28.145065,-36.61476,-35.950138,-35.950138,-34.463943,-34.463943,-32.935738,-32.548515,-32.548515,-31.592665,-31.592665,-29.613987,-28.983463,-28.983463,-28.048803,-28.048803,-27.498573,-27.549034,-27.549034,-27.302095,-27.302095,-26.72279,-26.558401,-26.558401,-26.803522,-26.803522,-27.742449,-28.185535,-28.185535,-37.696342,-36.922424,-36.922424,-35.399055,-35.399055,-33.68286,-33.090176,-33.090176,-32.146217,-32.146217,-30.401005,-29.395536,-29.395536,-27.87296,-27.87296,-27.684628,-27.847202,-27.847202,-27.616964,-27.616964,-27.111574,-27.027029,-27.027029,-27.051874,-27.051874,-27.789238,-28.177711,-28.177711,-39.526104,-38.616127,-38.616127,-36.377872,-36.377872,-34.662342,-33.931767,-33.931767,-32.344948,-32.344948,-30.600403,-29.539593,-29.539593,-27.94088,-27.94088,-28.152395,-28.23714,-28.23714,-27.85538,-27.85538,-27.251133,-27.180902,-27.180902,-27.294062,-27.294062,-27.866142,-28.272036,-28.272036,-40.00762,-39.112988,-39.112988,-36.717148,-36.717148,-34.95304,-34.211864,-34.211864,-32.28872,-32.28872,-30.826265,-29.745283,-29.745283,-28.210917,-28.210917,-28.537971,-28.417015,-28.417015,-27.623083,-27.623083,-27.165108,-27.184093,-27.184093,-27.361967,-27.361967,-27.976397,-28.285707,-28.285707,-40.00762,-39.112988,-39.112988,-36.717148,-36.717148,-34.95304,-34.211864,-34.211864,-32.28872,-32.28872,-30.826265,-29.745283,-29.745283,-28.210917,-28.210917,-28.537971,-28.417015,-28.417015,-27.623083,-27.623083,-27.165108,-27.184093,-27.184093,-27.361967,-27.361967,-27.976397,-28.285707,-28.285707,-40.450516,-39.79835,-39.79835,-37.271873,-37.271873,-35.81257,-35.03697,-35.03697,-32.920815,-32.920815,-31.50734,-30.568514,-30.568514,-28.822704,-28.822704,-28.701427,-28.428493,-28.428493,-27.281471,-27.281471,-27.065294,-27.407955,-27.407955,-27.613443,-27.613443,-27.805553,-28.040962,-28.040962,-40.86987,-40.443142,-40.443142,-38.35228,-38.35228,-37.01393,-36.065083,-36.065083,-33.27552,-33.27552,-31.473242,-30.692814,-30.692814,-29.307455,-29.307455,-28.534147,-28.163609,-28.163609,-27.080307,-27.080307,-27.048775,-27.551878,-27.551878,-27.86441,-27.86441,-27.586613,-27.734232,-27.734232,-40.620632,-40.55854,-40.55854,-39.563168,-39.563168,-38.10663,-37.2979,-37.2979,-34.258095,-34.258095,-31.33474,-30.642286,-30.642286,-29.65392,-29.65392,-28.452692,-27.990316,-27.990316,-27.706324,-27.706324,-27.117382,-27.090134,-27.090134,-27.102514,-27.102514,-26.978155,-27.11253,-27.11253,-40.025085,-39.875492,-39.875492,-39.221848,-39.221848,-37.76703,-37.16823,-37.16823,-34.750008,-34.750008,-31.840956,-30.916271,-30.916271,-29.525213,-29.525213,-28.620844,-28.175095,-28.175095,-28.12773,-28.12773,-27.308973,-27.061115,-27.061115,-26.822796,-26.822796,-26.714354,-26.922512,-26.922512
2013-01-03,-27.432089,-26.705076,-26.705076,-25.933287,-25.933287,-25.681057,-25.198055,-25.198055,-24.69597,-24.69597,-23.921648,-23.23785,-23.23785,-21.794569,-21.794569,-20.857952,-20.507814,-20.507814,-19.98639,-19.98639,-19.537048,-19.508488,-19.508488,-19.872467,-19.872467,-20.901495,-21.529835,-21.529835,-27.432089,-26.705076,-26.705076,-25.933287,-25.933287,-25.681057,-25.198055,-25.198055,-24.69597,-24.69597,-23.921648,-23.23785,-23.23785,-21.794569,-21.794569,-20.857952,-20.507814,-20.507814,-19.98639,-19.98639,-19.537048,-19.508488,-19.508488,-19.872467,-19.872467,-20.901495,-21.529835,-21.529835,-28.191088,-27.650713,-27.650713,-26.906626,-26.906626,-26.384642,-25.816597,-25.816597,-25.232935,-25.232935,-24.32492,-23.512236,-23.512236,-22.58497,-22.58497,-21.861609,-21.188026,-21.188026,-20.145042,-20.145042,-19.552443,-19.533926,-19.533926,-19.810453,-19.810453,-20.898445,-21.589422,-21.589422,-28.37261,-28.064516,-28.064516,-27.61192,-27.61192,-26.834799,-26.153067,-26.153067,-25.43214,-25.43214,-24.549763,-23.796103,-23.796103,-23.146976,-23.146976,-22.149805,-21.41127,-21.41127,-20.316853,-20.316853,-19.544464,-19.407,-19.407,-19.751677,-19.751677,-20.986917,-21.711067,-21.711067,-29.472319,-28.725967,-28.725967,-27.804304,-27.804304,-27.090893,-26.81107,-26.81107,-25.508087,-25.508087,-24.19475,-23.931234,-23.931234,-23.28017,-23.28017,-21.92575,-21.61257,-21.61257,-20.846592,-20.846592,-19.907856,-19.715273,-19.715273,-20.230495,-20.230495,-21.313883,-21.847807,-21.847807,-30.3022,-29.481915,-29.481915,-28.144115,-28.144115,-27.23953,-27.158203,-27.158203,-25.854721,-25.854721,-24.339138,-23.912853,-23.912853,-23.015802,-23.015802,-22.17292,-21.904774,-21.904774,-21.21702,-21.21702,-20.409416,-20.292019,-20.292019,-20.701263,-20.701263,-21.427145,-21.838055,-21.838055,-30.3022,-29.481915,-29.481915,-28.144115,-28.144115,-27.23953,-27.158203,-27.158203,-25.854721,-25.854721,-24.339138,-23.912853,-23.912853,-23.015802,-23.015802,-22.17292,-21.904774,-21.904774,-21.21702,-21.21702,-20.409416,-20.292019,-20.292019,-20.701263,-20.701263,-21.427145,-21.838055,-21.838055,-31.080359,-30.374798,-30.374798,-28.937828,-28.937828,-27.569687,-27.523212,-27.523212,-26.627129,-26.627129,-24.792831,-24.2152,-24.2152,-23.217323,-23.217323,-22.249136,-22.092236,-22.092236,-21.629606,-21.629606,-21.085085,-20.976389,-20.976389,-21.04595,-21.04595,-21.64108,-21.896984,-21.896984,-32.108326,-31.296251,-31.296251,-29.872726,-29.872726,-28.373287,-27.961288,-27.961288,-27.257826,-27.257826,-25.761513,-24.838993,-24.838993,-23.279648,-23.279648,-22.669884,-22.595718,-22.595718,-22.095156,-22.095156,-21.592447,-21.513508,-21.513508,-21.299118,-21.299118,-21.744347,-21.951984,-21.951984,-34.127598,-33.194134,-33.194134,-30.910475,-30.910475,-29.388594,-28.757519,-28.757519,-27.50095,-27.50095,-26.055824,-25.108414,-25.108414,-23.517715,-23.517715,-23.338858,-23.187271,-23.187271,-22.541788,-22.541788,-21.87638,-21.731014,-21.731014,-21.584803,-21.584803,-21.919268,-22.232164,-22.232164,-34.811073,-33.815437,-33.815437,-31.342709,-31.342709,-29.698393,-29.19337,-29.19337,-27.383854,-27.383854,-26.212109,-25.222443,-25.222443,-23.670961,-23.670961,-23.666454,-23.342697,-23.342697,-22.335346,-22.335346,-21.819181,-21.748608,-21.748608,-21.635502,-21.635502,-22.113441,-22.351095,-22.351095,-34.811073,-33.815437,-33.815437,-31.342709,-31.342709,-29.698393,-29.19337,-29.19337,-27.383854,-27.383854,-26.212109,-25.222443,-25.222443,-23.670961,-23.670961,-23.666454,-23.342697,-23.342697,-22.335346,-22.335346,-21.819181,-21.748608,-21.748608,-21.635502,-21.635502,-22.113441,-22.351095,-22.351095,-35.468796,-34.70994,-34.70994,-32.014977,-32.014977,-30.76369,-30.036684,-30.036684,-27.976646,-27.976646,-26.803835,-25.928038,-25.928038,-24.100487,-24.100487,-23.685844,-23.258308,-23.258308,-21.975157,-21.975157,-21.73621,-22.007622,-22.007622,-21.954004,-21.954004,-22.037556,-22.220589,-22.220589,-36.09556,-35.57224,-35.57224,-33.26195,-33.26195,-32.043964,-31.10222,-31.10222,-28.266573,-28.266573,-26.564268,-25.873314,-25.873314,-24.413319,-24.413319,-23.320965,-22.84852,-22.84852,-21.742834,-21.742834,-21.699226,-22.147858,-22.147858,-22.297625,-22.297625,-21.93937,-22.052584,-22.052584,-36.219418,-36.038555,-36.038555,-34.810875,-34.810875,-33.26002,-32.40467,-32.40467,-29.17086,-29.17086,-26.113276,-25.473864,-25.473864,-24.363924,-24.363924,-22.955334,-22.39083,-22.39083,-22.333525,-22.333525,-21.848913,-21.785776,-21.785776,-21.745842,-21.745842,-21.659609,-21.815668,-21.815668,-35.757927,-35.462032,-35.462032,-34.553818,-34.553818,-32.914406,-32.242393,-32.242393,-29.65568,-29.65568,-26.54421,-25.64104,-25.64104,-24.066917,-24.066917,-22.995499,-22.571695,-22.571695,-22.788198,-22.788198,-22.089003,-21.828308,-21.828308,-21.587793,-21.587793,-21.646729,-21.856995,-21.856995
2013-01-04,-24.32344,-23.826881,-23.826881,-23.635836,-23.635836,-23.55015,-23.420372,-23.420372,-23.121502,-23.121502,-22.51371,-21.914581,-21.914581,-20.644274,-20.644274,-20.014189,-19.730835,-19.730835,-19.196835,-19.196835,-18.822144,-18.931473,-18.931473,-19.191326,-19.191326,-20.021484,-20.583038,-20.583038,-24.32344,-23.826881,-23.826881,-23.635836,-23.635836,-23.55015,-23.420372,-23.420372,-23.121502,-23.121502,-22.51371,-21.914581,-21.914581,-20.644274,-20.644274,-20.014189,-19.730835,-19.730835,-19.196835,-19.196835,-18.822144,-18.931473,-18.931473,-19.191326,-19.191326,-20.021484,-20.583038,-20.583038,-24.950928,-24.634491,-24.634491,-24.235415,-24.235415,-24.029634,-23.822683,-23.822683,-23.474869,-23.474869,-22.769554,-22.057537,-22.057537,-21.43911,-21.43911,-20.874193,-20.269657,-20.269657,-19.335752,-19.335752,-18.836788,-18.865644,-18.865644,-19.140228,-19.140228,-20.004032,-20.593142,-20.593142,-25.083092,-24.90529,-24.90529,-24.77051,-24.77051,-24.501097,-23.963709,-23.963709,-23.510038,-23.510038,-22.864288,-22.220806,-22.220806,-21.875061,-21.875061,-21.027046,-20.351719,-20.351719,-19.366892,-19.366892,-18.726805,-18.653276,-18.653276,-18.979233,-18.979233,-19.981947,-20.588587,-20.588587,-25.972452,-25.285418,-25.285418,-24.676947,-24.676947,-24.660444,-24.423605,-24.423605,-23.448793,-23.448793,-22.438992,-22.296268,-22.296268,-21.76946,-21.76946,-20.52569,-20.242985,-20.242985,-19.62498,-19.62498,-18.77776,-18.636042,-18.636042,-19.175888,-19.175888,-20.052458,-20.455957,-20.455957,-26.73374,-25.898012,-25.898012,-24.902641,-24.902641,-24.375755,-24.416626,-24.416626,-23.630613,-23.630613,-22.410513,-22.129116,-22.129116,-21.418283,-21.418283,-20.647623,-20.4546,-20.4546,-19.796118,-19.796118,-19.09396,-19.024338,-19.024338,-19.467955,-19.467955,-20.02187,-20.30903,-20.30903,-26.73374,-25.898012,-25.898012,-24.902641,-24.902641,-24.375755,-24.416626,-24.416626,-23.630613,-23.630613,-22.410513,-22.129116,-22.129116,-21.418283,-21.418283,-20.647623,-20.4546,-20.4546,-19.796118,-19.796118,-19.09396,-19.024338,-19.024338,-19.467955,-19.467955,-20.02187,-20.30903,-20.30903,-27.432554,-26.678873,-26.678873,-25.523941,-25.523941,-24.504526,-24.585613,-24.585613,-24.179684,-24.179684,-22.734894,-22.32377,-22.32377,-21.52619,-21.52619,-20.654154,-20.495855,-20.495855,-20.039854,-20.039854,-19.567993,-19.53286,-19.53286,-19.613422,-19.613422,-20.105255,-20.437317,-20.437317,-28.345055,-27.643589,-27.643589,-26.306665,-26.306665,-25.075872,-24.74005,-24.74005,-24.66245,-24.66245,-23.595352,-22.862896,-22.862896,-21.541897,-21.541897,-20.978756,-20.895681,-20.895681,-20.396479,-20.396479,-19.958944,-19.93018,-19.93018,-19.761292,-19.761292,-20.139875,-20.436443,-20.436443,-30.439814,-29.478655,-29.478655,-27.357006,-27.357006,-25.982258,-25.524155,-25.524155,-24.662407,-24.662407,-23.87476,-23.140516,-23.140516,-21.807682,-21.807682,-21.693419,-21.551157,-21.551157,-20.94647,-20.94647,-20.375362,-20.297817,-20.297817,-20.253725,-20.253725,-20.78169,-21.086948,-21.086948,-31.135653,-30.236338,-30.236338,-27.789663,-27.789663,-26.318258,-25.855766,-25.855766,-24.587063,-24.587063,-24.0716,-23.292133,-23.292133,-22.021011,-22.021011,-22.112883,-21.822422,-21.822422,-20.899925,-20.899925,-20.507345,-20.520563,-20.520563,-20.715687,-20.715687,-21.294153,-21.566732,-21.566732,-31.135653,-30.236338,-30.236338,-27.789663,-27.789663,-26.318258,-25.855766,-25.855766,-24.587063,-24.587063,-24.0716,-23.292133,-23.292133,-22.021011,-22.021011,-22.112883,-21.822422,-21.822422,-20.899925,-20.899925,-20.507345,-20.520563,-20.520563,-20.715687,-20.715687,-21.294153,-21.566732,-21.566732,-31.800682,-31.104687,-31.104687,-28.452795,-28.452795,-27.26769,-26.718315,-26.718315,-25.186228,-25.186228,-24.668325,-23.996275,-23.996275,-22.495676,-22.495676,-22.22614,-21.85822,-21.85822,-20.707651,-20.707651,-20.62795,-21.000267,-21.000267,-21.31585,-21.31585,-21.578274,-21.845713,-21.845713,-32.467552,-31.938475,-31.938475,-29.681828,-29.681828,-28.558044,-27.796886,-27.796886,-25.475885,-25.475885,-24.29955,-23.947258,-23.947258,-22.778744,-22.778744,-21.969864,-21.58318,-21.58318,-20.650183,-20.650183,-21.04252,-21.601559,-21.601559,-21.95794,-21.95794,-21.862963,-22.112036,-22.112036,-32.518757,-32.36505,-32.36505,-31.259068,-31.259068,-29.83802,-29.160757,-29.160757,-26.402792,-26.402792,-23.847317,-23.618298,-23.618298,-22.84904,-22.84904,-21.721292,-21.437101,-21.437101,-21.607616,-21.607616,-21.65092,-21.74781,-21.74781,-22.056732,-22.056732,-22.311787,-22.678984,-22.678984,-32.015293,-31.776033,-31.776033,-31.03564,-31.03564,-29.716831,-29.254923,-29.254923,-26.924465,-26.924465,-24.302183,-23.850119,-23.850119,-22.65672,-22.65672,-21.898777,-21.608513,-21.608513,-22.234999,-22.234999,-22.124043,-22.04924,-22.04924,-22.213013,-22.213013,-22.569206,-23.100422,-23.100422
