time,tmax
2012-01-01,-9.73126
2012-01-02,-11.196003
2012-01-03,-9.485077
2012-01-04,-8.748985
2012-01-05,-10.430449
2012-01-06,-9.053635
2012-01-07,-9.179033
2012-01-08,-9.262037
2012-01-09,-11.672074
2012-01-10,-15.180164
2012-01-11,-13.337452
2012-01-12,-6.4744635
2012-01-13,-6.1132207
2012-01-14,-6.8062305
2012-01-15,-4.0463567
2012-01-16,-8.798553
2012-01-17,-10.4137745
2012-01-18,-9.61752
2012-01-19,-11.60224
2012-01-20,-15.161678
2012-01-21,-16.781353
2012-01-22,-14.612637
2012-01-23,-15.649705
2012-01-24,-14.624589
2012-01-25,-13.011259
2012-01-26,-12.031727
2012-01-27,-12.803171
2012-01-28,-13.508726
2012-01-29,-14.9312315
2012-01-30,-16.900057
2012-01-31,-17.563454
2012-02-01,-16.366932
2012-02-02,-10.580673
2012-02-03,-11.088503
2012-02-04,-4.914905
2012-02-05,-3.6367126
2012-02-06,-10.769945
2012-02-07,-12.271291
2012-02-08,-9.8483925
2012-02-09,-8.318315
2012-02-10,-10.30426
2012-02-11,-9.541457
2012-02-12,-5.015732
2012-02-13,-5.6340165
2012-02-14,-10.574927
2012-02-15,-6.9108825
2012-02-16,-8.590756
2012-02-17,-9.003746
2012-02-18,-4.3094087
2012-02-19,-1.1307557
2012-02-20,-6.774783
2012-02-21,-6.5545926
2012-02-22,-4.7670135
2012-02-23,-0.49971816
2012-02-24,-3.1292
2012-02-25,-5.6995864
2012-02-26,-4.6477594
2012-02-27,3.0762851
2012-02-28,4.2501044
2012-02-29,0.36615384
2012-03-01,-3.2766418
2012-03-02,-3.959894
2012-03-03,0.51599365
2012-03-04,-1.4317689
2012-03-05,-3.875197
2012-03-06,-1.7600524
2012-03-07,-3.835593
2012-03-08,-4.5236177
2012-03-09,-4.6433806
2012-03-10,-5.903221
2012-03-11,-3.1946595
2012-03-12,-3.0382972
2012-03-13,1.1641247
2012-03-14,0.7583425
2012-03-15,7.623374
2012-03-16,10.903854
2012-03-17,1.7850266
2012-03-18,-0.34363246
2012-03-19,1.0833893
2012-03-20,5.6895504
2012-03-21,6.6142554
2012-03-22,8.387526
2012-03-23,1.9808737
2012-03-24,4.530442
2012-03-25,4.2445507
2012-03-26,13.604654
2012-03-27,10.861628
2012-03-28,19.46527
2012-03-29,12.166166
2012-03-30,5.2189026
2012-03-31,-1.2661018
2012-04-01,-0.22500944
2012-04-02,5.218284
2012-04-03,7.2111163
2012-04-04,6.616657
2012-04-05,2.7138753
2012-04-06,4.5108767
2012-04-07,13.754615
2012-04-08,7.8213515
2012-04-09,17.928486
2012-04-10,14.912499
2012-04-11,12.928216
2012-04-12,12.130715
2012-04-13,21.872887
2012-04-14,11.29442
2012-04-15,8.766974
2012-04-16,13.275841
2012-04-17,21.223003
2012-04-18,23.363894
2012-04-19,23.553514
2012-04-20,17.740881
2012-04-21,20.999529
2012-04-22,23.722027
2012-04-23,23.212975
2012-04-24,17.712458
2012-04-25,13.818875
2012-04-26,17.355217
2012-04-27,10.976637
2012-04-28,7.93121
2012-04-29,16.629557
2012-04-30,20.732105
2012-05-01,20.12181
2012-05-02,21.696703
2012-05-03,25.258842
2012-05-04,20.840572
2012-05-05,19.874395
2012-05-06,22.686577
2012-05-07,23.19626
2012-05-08,21.619137
2012-05-09,20.722036
2012-05-10,22.040413
2012-05-11,19.74437
2012-05-12,15.181687
2012-05-13,16.087906
2012-05-14,13.087793
2012-05-15,15.709324
2012-05-16,13.103744
2012-05-17,24.751991
2012-05-18,31.718714
2012-05-19,24.699821
2012-05-20,26.701763
2012-05-21,30.845657
2012-05-22,25.42013
2012-05-23,18.29589
2012-05-24,20.10607
2012-05-25,24.280933
2012-05-26,22.048235
2012-05-27,27.187813
2012-05-28,24.350775
2012-05-29,22.558357
