time,tmax
2012-01-01,-9.743507
2012-01-02,-11.31568
2012-01-03,-9.481045
2012-01-04,-8.939159
2012-01-05,-10.585282
2012-01-06,-9.119954
2012-01-07,-9.255288
2012-01-08,-9.439675
2012-01-09,-11.808893
2012-01-10,-15.237161
2012-01-11,-13.679714
2012-01-12,-6.7284875
2012-01-13,-6.3192577
2012-01-14,-6.9596195
2012-01-15,-4.353327
2012-01-16,-8.9611435
2012-01-17,-10.546904
2012-01-18,-9.697385
2012-01-19,-11.718102
2012-01-20,-15.29743
2012-01-21,-16.821796
2012-01-22,-14.674575
2012-01-23,-15.828632
2012-01-24,-14.69676
2012-01-25,-13.143804
2012-01-26,-12.178492
2012-01-27,-12.937233
2012-01-28,-13.841061
2012-01-29,-15.073836
2012-01-30,-17.033138
2012-01-31,-17.458044
2012-02-01,-16.27327
2012-02-02,-10.539306
2012-02-03,-11.094763
2012-02-04,-4.8776803
2012-02-05,-3.8634517
2012-02-06,-10.842844
2012-02-07,-12.27754
2012-02-08,-9.94854
2012-02-09,-8.4407425
2012-02-10,-10.507058
2012-02-11,-9.682344
2012-02-12,-5.342342
2012-02-13,-5.8383646
2012-02-14,-10.734345
2012-02-15,-7.026673
2012-02-16,-8.591215
2012-02-17,-8.941649
2012-02-18,-4.4116325
2012-02-19,-1.4440808
2012-02-20,-7.01629
2012-02-21,-6.7922583
2012-02-22,-4.840642
2012-02-23,-0.5872762
2012-02-24,-3.2900107
2012-02-25,-5.7936845
2012-02-26,-4.7955923
2012-02-27,2.8725271
2012-02-28,4.118859
2012-02-29,0.21273309
2012-03-01,-3.4838233
2012-03-02,-4.118349
2012-03-03,0.33653498
2012-03-04,-1.5154557
2012-03-05,-4.0051103
2012-03-06,-1.7876626
2012-03-07,-3.9131656
2012-03-08,-4.5581627
2012-03-09,-4.7359076
2012-03-10,-5.8155503
2012-03-11,-3.1250353
2012-03-12,-3.006278
2012-03-13,1.1041908
2012-03-14,0.79441816
2012-03-15,7.4280896
2012-03-16,10.747117
2012-03-17,1.8063579
2012-03-18,-0.44460475
2012-03-19,0.97095096
2012-03-20,5.5846167
2012-03-21,6.3030767
2012-03-22,8.433276
2012-03-23,1.8496813
2012-03-24,4.408607
2012-03-25,4.2696123
2012-03-26,13.523069
2012-03-27,10.741089
2012-03-28,19.34696
2012-03-29,11.738096
2012-03-30,5.172944
2012-03-31,-1.4057467
2012-04-01,-0.38192964
2012-04-02,5.1479816
2012-04-03,7.1100616
2012-04-04,6.4913244
2012-04-05,2.514781
2012-04-06,4.4722457
2012-04-07,13.635852
2012-04-08,7.526419
2012-04-09,17.94453
2012-04-10,15.013319
2012-04-11,12.721725
2012-04-12,11.944748
2012-04-13,21.385056
2012-04-14,10.727649
2012-04-15,8.496969
2012-04-16,13.160229
2012-04-17,21.200596
2012-04-18,23.199486
2012-04-19,23.561533
2012-04-20,17.46852
2012-04-21,20.828856
2012-04-22,23.72508
2012-04-23,23.082605
2012-04-24,17.776913
2012-04-25,13.512293
2012-04-26,17.024696
2012-04-27,10.665447
2012-04-28,7.66669
2012-04-29,16.156548
2012-04-30,20.347155
2012-05-01,20.018545
2012-05-02,21.81681
2012-05-03,24.925573
2012-05-04,20.831833
2012-05-05,19.807613
2012-05-06,22.567633
2012-05-07,23.121132
2012-05-08,21.730867
2012-05-09,20.582882
2012-05-10,22.000017
2012-05-11,19.668564
2012-05-12,15.175372
2012-05-13,16.139706
2012-05-14,12.956714
2012-05-15,15.567444
2012-05-16,13.196367
2012-05-17,24.658346
2012-05-18,31.59264
2012-05-19,24.364586
2012-05-20,26.479485
2012-05-21,30.730825
2012-05-22,25.321669
2012-05-23,17.908241
2012-05-24,19.947937
2012-05-25,23.919767
2012-05-26,21.942238
2012-05-27,27.09799
2012-05-28,24.099606
2012-05-29,22.31818
2012-05-30,20.628508
2012-05-31,22.562763
2012-06-01,22.918343
2012-06-02,17.278618
2012-06-03,19.543697
2012-06-04,19.445618
2012-06-05,25.8496
2012-06-06,25.174194
2012-06-07,25.344643
2012-06-08,25.66238
2012-06-09,22.657846
2012-06-10,18.285103
2012-06-11,19.811815
2012-06-12,14.183219
2012-06-13,16.330198
2012-06-14,19.157494
2012-06-15,16.998217
